feature_29,feature_10,feature_12,feature_11,feature_9,feature_16,feature_2,feature_18,feature_21,feature_6,feature_8,feature_1,feature_4,feature_7,feature_23,feature_14,feature_24,feature_28,feature_26,feature_13,feature_17,feature_27,feature_19,feature_30,feature_20,feature_5,feature_3,feature_22,feature_25,feature_15,diagnosis
0.1934,0.0689,2.043,0.335,0.135,0.01463,19.94,0.00525,10.92,0.05301,0.007937,9.787,294.5,0.006829,68.81,20.05,366.1,0.02381,0.09473,2.132,0.005308,0.02049,0.01801,0.08988,0.005667,0.1024,62.11,26.29,0.1316,0.01113,B
0.2772,0.06582,0.5391,0.2315,0.162,0.0133,12.84,0.006884,13.06,0.07525,0.0335,11.6,412.6,0.04196,82.96,15.75,512.5,0.08449,0.1851,1.475,0.01693,0.1922,0.01651,0.08756,0.002551,0.08983,74.34,17.16,0.1431,0.006153,B
0.2718,0.0639,1.851,0.2895,0.1879,0.02895,19.77,0.01424,16.33,0.1141,0.05839,14.42,642.5,0.09388,109.5,26.85,826.4,0.1565,0.3026,2.376,0.03321,0.3194,0.01462,0.09353,0.004452,0.09752,94.48,30.86,0.1431,0.008005,M
0.2651,0.05871,1.29,0.4565,0.1609,0.01488,24.98,0.009921,16.99,0.08511,0.04489,13.61,582.7,0.08625,108.6,43.14,906.5,0.1184,0.1943,2.861,0.02647,0.3169,0.01465,0.07397,0.002355,0.09488,88.05,35.27,0.1265,0.005872,M
0.2932,0.07818,1.508,0.2241,0.193,0.01084,13.43,0.0,7.93,0.07568,0.0,6.981,143.5,0.0,50.41,9.833,185.2,0.0,0.1202,1.553,0.0,0.0,0.02659,0.09382,0.0041,0.117,43.79,19.54,0.1584,0.01019,B
0.2694,0.05677,1.571,0.1924,0.1739,0.006098,20.52,0.006797,13.34,0.04038,0.0177,12.18,458.7,0.02383,84.58,14.68,547.8,0.07431,0.08862,1.183,0.01069,0.1145,0.01447,0.06878,0.001532,0.08013,77.22,32.84,0.1123,0.00508,B
0.2622,0.06322,1.222,0.1803,0.1945,0.02196,19.4,0.01112,10.76,0.09697,0.03029,9.876,298.3,0.06154,72.22,11.77,361.2,0.09749,0.2302,1.528,0.03029,0.2644,0.01609,0.0849,0.00357,0.1005,63.95,26.83,0.1559,0.009058,B
0.2826,0.06481,1.534,0.355,0.2217,0.02219,19.29,0.008614,11.54,0.08578,0.01201,10.49,336.1,0.02995,74.22,23.13,402.8,0.03203,0.1486,2.302,0.0288,0.07987,0.0271,0.07552,0.003451,0.09989,67.41,23.31,0.1219,0.007595,B
0.3147,0.07692,0.9238,0.3908,0.1925,0.02912,15.56,0.01388,16.31,0.1765,0.09601,13.11,530.2,0.2071,106.4,34.66,827.2,0.1986,0.4099,2.41,0.05473,0.6376,0.01547,0.1405,0.007098,0.1398,87.21,22.4,0.1862,0.007162,M
0.2806,0.0652,1.657,0.306,0.1801,0.0231,18.33,0.01398,13.14,0.1017,0.03485,11.64,412.5,0.0707,85.51,20.62,521.7,0.1218,0.266,2.155,0.02945,0.2873,0.01565,0.09097,0.00384,0.1142,75.17,29.26,0.1688,0.00854,B
0.2983,0.06066,0.8944,0.1199,0.1602,0.01047,18.54,0.005558,13.29,0.06815,0.01921,12.36,466.7,0.02643,85.56,9.227,544.1,0.08442,0.1963,0.8484,0.01167,0.1937,0.01251,0.07185,0.001356,0.08477,79.01,27.49,0.1184,0.003457,B
0.4055,0.07039,1.545,1.215,0.2556,0.08668,19.67,0.0248,28.4,0.2768,0.1823,22.27,1509.0,0.4264,206.8,170.0,2360.0,0.291,0.6997,10.05,0.104,0.9608,0.03112,0.09789,0.005037,0.1326,152.8,28.01,0.1701,0.006515,M
0.2829,0.06529,0.9861,0.2344,0.1487,0.01557,21.26,0.006435,13.01,0.06575,0.01899,11.34,396.5,0.05133,83.99,16.41,518.1,0.08278,0.2196,1.597,0.02443,0.312,0.01568,0.08832,0.002477,0.08759,72.48,29.15,0.1699,0.009113,B
0.2533,0.07065,1.424,0.403,0.1584,0.02932,16.99,0.01023,11.05,0.08404,0.01778,9.777,290.2,0.04334,71.68,22.87,367.0,0.05334,0.1765,2.747,0.02722,0.13,0.03281,0.08468,0.004638,0.1037,62.5,21.47,0.1467,0.01385,B
0.2226,0.0707,1.803,0.3424,0.1735,0.04042,20.76,0.02295,13.33,0.1209,0.06021,12.63,480.4,0.1065,89.0,20.48,527.4,0.1105,0.225,2.711,0.05101,0.2216,0.02144,0.08486,0.005891,0.09933,82.15,25.47,0.1287,0.01291,B
0.2398,0.07769,1.49,0.3628,0.1704,0.07446,19.65,0.02292,15.3,0.2233,0.07798,14.26,629.9,0.3003,107.0,29.25,709.0,0.1505,0.4193,3.399,0.1435,0.6783,0.02566,0.1082,0.01298,0.07837,97.83,23.73,0.08949,0.005298,B
0.2383,0.07782,1.86,0.3336,0.1922,0.03747,20.19,0.01544,11.16,0.1303,0.03068,10.51,334.2,0.06476,72.62,19.91,374.4,0.06136,0.2049,2.041,0.04591,0.1295,0.02287,0.09026,0.006792,0.1122,68.64,22.75,0.13,0.01188,B
0.2926,0.07633,0.5864,0.1665,0.1649,0.02213,15.83,0.0104,9.628,0.08201,0.01924,8.726,230.9,0.04132,64.48,8.966,284.4,0.105,0.2364,1.354,0.03259,0.2456,0.01708,0.1017,0.003806,0.115,55.84,19.62,0.1724,0.008261,B
0.2438,0.06194,0.9227,0.3118,0.1688,0.02507,21.53,0.007711,13.67,0.07849,0.02008,11.93,438.6,0.03328,87.54,24.79,583.0,0.07247,0.2399,2.0,0.01835,0.1503,0.01278,0.08541,0.003856,0.09768,76.53,26.15,0.15,0.007803,B
0.1652,0.07163,0.9789,0.3132,0.1305,0.0676,15.76,0.02308,9.414,0.1243,0.02308,8.95,245.2,0.09263,63.34,16.94,270.0,0.03846,0.1879,3.28,0.09263,0.1544,0.02384,0.07722,0.005601,0.09462,58.74,17.07,0.1179,0.01835,B
0.3585,0.06768,0.9489,0.4266,0.2157,0.02563,16.67,0.01271,18.81,0.1649,0.08923,14.87,682.5,0.169,127.1,41.18,1095.0,0.2027,0.448,2.989,0.03011,0.4704,0.01602,0.1065,0.003884,0.1162,98.64,27.37,0.1878,0.006985,M
0.3274,0.07331,1.072,0.552,0.2096,0.03976,22.91,0.0139,20.19,0.1752,0.09479,15.78,782.6,0.2133,130.3,58.63,1272.0,0.2034,0.4925,3.598,0.0595,0.7356,0.01495,0.1252,0.005984,0.1155,105.7,30.5,0.1855,0.008699,M
0.4882,0.05025,1.214,0.5506,0.2129,0.008422,20.01,0.009863,20.58,0.06722,0.05596,17.95,982.0,0.07293,129.2,54.04,1261.0,0.1185,0.1202,3.357,0.02291,0.2249,0.05014,0.06111,0.001902,0.08402,114.2,27.83,0.1072,0.004024,M
0.3016,0.06113,0.4607,0.1408,0.1667,0.01529,10.82,0.00646,12.82,0.06685,0.02623,11.41,403.3,0.03512,83.74,10.5,510.5,0.08958,0.239,1.103,0.01514,0.2102,0.01344,0.08523,0.002206,0.09373,73.34,15.97,0.1548,0.00604,B
0.2894,0.06213,1.581,0.7128,0.1966,0.02101,17.12,0.01601,22.25,0.11,0.08665,18.66,1077.0,0.1457,145.4,90.47,1549.0,0.1674,0.2291,4.895,0.03342,0.3272,0.02045,0.08456,0.00457,0.1054,121.4,24.9,0.1503,0.008102,M
0.3222,0.06877,3.12,1.509,0.2655,0.09806,20.2,0.01822,26.02,0.2867,0.2012,24.25,1761.0,0.4268,180.9,233.0,2073.0,0.2248,0.4244,9.807,0.1278,0.5803,0.04547,0.08009,0.009875,0.1447,166.2,23.99,0.1696,0.02333,M
0.2889,0.06402,0.857,0.2929,0.1856,0.01276,10.89,0.012,15.7,0.1099,0.05778,14.5,640.7,0.08842,102.8,24.19,745.5,0.1221,0.1788,1.928,0.02882,0.256,0.0191,0.08006,0.002808,0.1101,94.28,15.98,0.1313,0.003818,B
0.2048,0.05823,1.14,0.1639,0.1422,0.0327,16.39,0.01038,14.26,0.07325,0.028,13.37,553.5,0.08092,91.99,14.66,632.1,0.08978,0.2531,1.223,0.04957,0.3308,0.01208,0.07628,0.004076,0.07115,86.1,22.75,0.1025,0.005919,B
0.2364,0.0589,0.8561,0.2185,0.1614,0.009169,17.21,0.004814,15.49,0.06136,0.01141,13.85,588.7,0.0142,100.3,17.91,725.9,0.05104,0.135,1.495,0.009127,0.08115,0.01247,0.07182,0.001708,0.08785,88.44,23.58,0.1157,0.004599,B
0.347,0.0613,1.005,0.231,0.1761,0.01174,24.69,0.00688,16.89,0.07862,0.03085,13.61,572.6,0.05285,113.2,19.83,848.7,0.1329,0.2884,1.752,0.01796,0.3796,0.01323,0.079,0.001465,0.09258,87.76,35.64,0.1471,0.004088,M
0.2841,0.05044,1.342,0.6896,0.1946,0.02731,18.91,0.01361,22.32,0.08028,0.05627,19.0,1138.0,0.09271,148.2,81.23,1538.0,0.1218,0.2264,5.216,0.0404,0.3207,0.0203,0.06541,0.002686,0.08217,123.4,25.73,0.1021,0.004428,M
0.259,0.06467,1.068,0.4309,0.2001,0.04185,16.39,0.02258,16.11,0.1807,0.08534,15.1,674.5,0.1138,105.9,39.84,762.6,0.1423,0.2883,2.796,0.03204,0.196,0.02353,0.07779,0.004984,0.115,99.58,18.33,0.1386,0.009006,B
0.3305,0.06113,1.199,0.4953,0.2202,0.03179,25.12,0.01043,22.63,0.1589,0.1149,19.79,1192.0,0.2545,148.7,63.33,1589.0,0.1732,0.3861,2.765,0.04755,0.5673,0.01578,0.08465,0.003224,0.1015,130.4,33.58,0.1275,0.005033,M
0.3469,0.06471,0.8163,0.2005,0.188,0.02456,13.29,0.008094,13.34,0.09509,0.02882,12.19,455.8,0.02855,91.38,15.24,545.2,0.08187,0.2585,1.973,0.01018,0.09915,0.02662,0.09241,0.004143,0.1066,79.08,17.81,0.1427,0.006773,B
0.2837,0.05796,0.7859,0.4743,0.1931,0.01484,19.48,0.01093,19.26,0.1223,0.08087,15.46,748.9,0.1466,124.9,48.31,1156.0,0.1514,0.2394,3.094,0.02813,0.3791,0.01397,0.08019,0.002461,0.1092,101.7,26.0,0.1546,0.00624,M
0.348,0.05891,1.265,0.4332,0.216,0.01952,21.54,0.009231,19.47,0.1284,0.05613,16.16,809.8,0.1043,129.7,43.68,1175.0,0.1312,0.3055,2.844,0.02219,0.2992,0.01535,0.07619,0.002373,0.1008,106.2,31.68,0.1395,0.004877,M
0.2723,0.05723,0.8155,0.3117,0.1816,0.01515,13.93,0.01268,17.5,0.09462,0.05933,15.71,761.7,0.07135,114.3,27.94,922.8,0.1374,0.1949,1.972,0.01678,0.1709,0.01669,0.07071,0.00233,0.09462,102.0,19.25,0.1223,0.005217,B
0.3109,0.05727,1.202,0.5959,0.1692,0.01422,21.91,0.009148,22.52,0.09709,0.06847,18.45,1075.0,0.1153,145.6,68.35,1590.0,0.1379,0.2275,3.766,0.02855,0.3965,0.01492,0.0761,0.002205,0.0943,120.2,31.39,0.1465,0.006001,M
0.2829,0.06065,1.38,0.2367,0.1585,0.01202,22.47,0.00892,14.49,0.05761,0.02704,12.77,506.3,0.04711,92.04,19.87,653.6,0.09331,0.1523,1.457,0.02332,0.2177,0.01647,0.08067,0.002629,0.09055,81.72,33.37,0.1419,0.007499,M
0.1712,0.05945,2.508,0.4489,0.1339,0.0138,16.67,0.01307,13.33,0.06095,0.026,11.71,423.6,0.03592,86.16,34.37,546.7,0.06968,0.1028,3.258,0.02662,0.1046,0.01359,0.07343,0.003707,0.1051,74.72,25.48,0.1271,0.006578,B
0.2676,0.05865,0.9938,0.1759,0.1734,0.01521,15.39,0.008602,12.32,0.06889,0.02875,11.43,399.8,0.03503,79.93,12.67,462.0,0.08476,0.1648,1.143,0.01434,0.1399,0.01501,0.06765,0.001588,0.09639,73.06,22.02,0.119,0.005133,B
0.3414,0.06216,1.452,1.296,0.1957,0.0348,17.57,0.02801,18.55,0.1305,0.08624,14.95,678.1,0.1539,121.4,101.9,971.4,0.1667,0.2164,8.419,0.06577,0.3355,0.05168,0.07147,0.002887,0.1167,96.85,21.43,0.1411,0.01,M
0.2102,0.06072,1.343,0.3384,0.1771,0.03498,13.39,0.01965,11.92,0.1136,0.04796,11.28,384.8,0.04635,76.53,26.33,434.0,0.08611,0.1822,1.851,0.02187,0.08669,0.0158,0.06784,0.003442,0.1164,73.0,15.77,0.1367,0.01127,B
0.3105,0.06422,0.496,0.1988,0.1903,0.005656,11.97,0.0,10.62,0.04102,0.0,9.738,288.5,0.0,66.53,12.26,342.9,0.0,0.07204,1.218,0.0,0.0,0.02277,0.08151,0.00322,0.0925,61.24,14.1,0.1234,0.00604,B
0.2792,0.06248,1.332,0.7049,0.1861,0.01938,18.05,0.01167,19.92,0.1137,0.05943,16.11,813.0,0.09447,129.0,74.08,1233.0,0.1216,0.2236,4.533,0.03067,0.2802,0.01875,0.08158,0.003434,0.09721,105.1,25.27,0.1314,0.00677,M
0.2584,0.06562,1.908,0.2843,0.1645,0.01735,17.31,0.00952,12.78,0.09486,0.01861,11.43,398.0,0.02031,82.66,21.38,503.0,0.06402,0.1792,1.937,0.01158,0.07708,0.02282,0.08096,0.003526,0.1092,73.66,26.76,0.1413,0.006664,B
0.3549,0.06235,0.7712,0.2143,0.1778,0.01563,15.92,0.007584,14.48,0.09509,0.03088,12.9,512.2,0.04894,97.17,16.64,643.8,0.1012,0.2548,1.689,0.0151,0.209,0.02104,0.08118,0.001887,0.08677,83.74,21.82,0.1312,0.005324,B
0.23,0.05688,1.239,0.2525,0.1399,0.01781,14.97,0.005612,11.95,0.05139,0.007875,10.75,355.3,0.02251,77.79,17.74,441.2,0.03413,0.1223,1.806,0.02018,0.09755,0.01671,0.06769,0.00236,0.07793,68.26,20.72,0.1076,0.006547,B
0.2727,0.07839,0.6538,0.3962,0.1995,0.04741,14.65,0.0111,13.15,0.1296,0.03003,11.9,432.8,0.0371,86.26,25.03,509.6,0.06042,0.2517,3.021,0.02789,0.0942,0.03127,0.1036,0.009423,0.1152,78.11,16.51,0.1424,0.01017,B
0.5774,0.07371,1.426,0.3197,0.2678,0.03633,16.58,0.01843,13.74,0.17,0.07415,11.8,432.0,0.1659,91.93,24.72,591.7,0.1865,0.4092,2.281,0.04649,0.4504,0.05628,0.103,0.004635,0.1091,78.99,26.38,0.1385,0.005427,M
0.2852,0.06493,1.909,0.422,0.1744,0.04877,18.77,0.01527,16.25,0.1167,0.03562,14.95,689.5,0.0905,107.1,39.43,809.7,0.08405,0.2521,3.271,0.05303,0.25,0.03356,0.09218,0.009368,0.08138,97.84,25.47,0.0997,0.00579,B
0.2691,0.06081,0.7394,0.2406,0.1724,0.02297,15.18,0.01493,15.85,0.1021,0.05532,14.44,640.1,0.08487,108.6,21.2,766.9,0.1599,0.2735,2.12,0.03114,0.3103,0.01454,0.07683,0.002528,0.0997,93.97,19.85,0.1316,0.005706,B
0.235,0.0558,0.7574,0.25,0.1473,0.01592,17.91,0.005828,15.34,0.06376,0.01329,13.74,585.0,0.02881,97.19,21.47,725.9,0.06019,0.1824,1.573,0.0178,0.1564,0.01329,0.07014,0.001976,0.07944,88.12,22.46,0.09711,0.002838,B
0.3196,0.06087,1.322,0.4202,0.254,0.01142,20.78,0.01153,14.16,0.07589,0.02645,13.0,519.4,0.03136,90.82,34.78,616.7,0.06296,0.1105,2.873,0.01949,0.08112,0.02951,0.06435,0.001533,0.1135,83.51,24.11,0.1297,0.007017,B
0.3322,0.08261,1.962,0.1935,0.2222,0.05416,20.7,0.01022,9.092,0.1305,0.02168,8.219,203.9,0.1321,58.08,10.21,249.8,0.07879,0.431,1.243,0.07753,0.5381,0.02309,0.1486,0.01178,0.09405,53.27,29.72,0.163,0.01243,B
0.3108,0.09296,2.664,0.8245,0.2548,0.09586,15.34,0.05279,11.02,0.1599,0.07857,9.731,300.2,0.4108,71.04,49.85,380.5,0.1571,0.2772,4.073,0.396,0.8216,0.03546,0.1259,0.02984,0.1072,63.78,19.49,0.1292,0.01097,B
0.2859,0.06105,0.7815,0.2251,0.183,0.008985,13.08,0.008232,11.99,0.05113,0.01786,11.15,381.9,0.01982,76.25,15.48,440.8,0.05506,0.08971,1.429,0.01196,0.07116,0.02388,0.06772,0.001619,0.09754,70.87,16.3,0.1341,0.009019,B
0.3849,0.06207,0.7927,0.271,0.1822,0.02017,15.34,0.009536,14.77,0.08498,0.03483,13.15,538.9,0.09293,97.67,22.79,677.3,0.09722,0.2256,1.819,0.03047,0.3009,0.02769,0.08633,0.003479,0.09384,85.31,20.5,0.1478,0.008584,B
0.3113,0.06228,0.9823,0.22,0.197,0.01562,17.94,0.007924,13.59,0.06679,0.02331,12.25,460.3,0.03885,86.6,16.51,564.2,0.08211,0.1788,1.484,0.01994,0.1943,0.01799,0.08132,0.002484,0.08654,78.27,25.22,0.1217,0.005518,B
0.2463,0.06166,1.4,0.8113,0.1971,0.04954,20.74,0.01841,20.47,0.1665,0.1054,17.68,963.7,0.1855,132.9,93.91,1302.0,0.1515,0.3498,5.54,0.05206,0.3583,0.01778,0.07738,0.004968,0.1115,117.4,25.11,0.1418,0.009037,M
0.2527,0.05268,2.06,0.4789,0.1844,0.02661,19.46,0.0111,18.22,0.07223,0.02771,16.84,880.2,0.0515,120.3,46.61,1032.0,0.08436,0.171,3.479,0.03056,0.1882,0.0152,0.05972,0.001519,0.07445,108.4,28.07,0.08774,0.003443,B
0.2514,0.05907,0.7285,0.1822,0.159,0.009789,12.74,0.006273,13.14,0.05241,0.01963,12.06,448.6,0.01972,84.08,13.25,532.8,0.07025,0.1232,1.171,0.008342,0.08636,0.01465,0.07898,0.00253,0.09311,76.84,18.41,0.1275,0.005528,B
0.2738,0.05743,0.7614,0.2818,0.1442,0.006134,12.96,0.003576,12.36,0.03718,0.006588,10.9,366.8,0.00309,78.07,18.54,470.0,0.03953,0.08294,1.808,0.001835,0.01854,0.01637,0.07685,0.002665,0.07515,68.69,18.2,0.1171,0.006142,B
0.3168,0.06453,1.693,0.5018,0.1993,0.02405,20.18,0.01152,13.32,0.1141,0.03738,11.75,419.8,0.06843,88.91,38.34,543.9,0.07909,0.1892,3.926,0.04167,0.1956,0.03397,0.07987,0.005061,0.1089,76.1,26.21,0.1358,0.009433,B
0.2443,0.05176,0.6336,1.0,0.1741,0.03055,15.94,0.02794,22.03,0.1185,0.09667,19.19,1157.0,0.1193,146.6,119.3,1495.0,0.1777,0.2016,6.971,0.04344,0.2264,0.03156,0.06251,0.003362,0.08694,126.3,17.81,0.1124,0.009406,M
0.3643,0.06082,1.048,0.7364,0.2027,0.02277,18.15,0.01303,26.73,0.1666,0.1286,19.59,1214.0,0.2508,174.9,97.07,2232.0,0.2247,0.3846,4.792,0.04029,0.681,0.01686,0.09223,0.003318,0.112,130.7,26.39,0.1438,0.004057,M
0.2268,0.06761,1.656,0.2949,0.1551,0.03175,22.22,0.01135,13.58,0.1015,0.02822,12.34,464.5,0.0537,87.36,21.55,553.0,0.08194,0.2338,1.955,0.03125,0.1688,0.01879,0.09082,0.005348,0.1012,79.85,28.68,0.1452,0.01134,B
0.3589,0.05553,0.8561,0.6642,0.1801,0.02544,22.04,0.01623,28.01,0.1145,0.09702,23.27,1686.0,0.1324,184.2,97.85,2403.0,0.2346,0.3583,4.603,0.02822,0.3948,0.01956,0.09187,0.00374,0.08439,152.1,28.22,0.1228,0.00491,M
0.2646,0.05266,1.065,0.184,0.1515,0.007983,19.76,0.006432,15.98,0.05352,0.01939,14.97,690.2,0.01947,102.3,16.64,782.1,0.05754,0.09995,1.286,0.008268,0.0775,0.01924,0.06085,0.00152,0.08421,95.5,25.82,0.1045,0.003634,B
0.209,0.064,0.4064,0.1728,0.1381,0.009816,9.71,0.005344,11.6,0.05736,0.01698,10.8,357.6,0.02531,73.66,11.48,414.0,0.04603,0.1257,1.126,0.01099,0.1047,0.01254,0.07699,0.00212,0.09594,68.77,12.02,0.1436,0.007809,B
0.281,0.05534,1.391,0.599,0.1893,0.0247,18.8,0.01604,20.05,0.09182,0.06576,16.78,886.3,0.08422,130.7,67.34,1260.0,0.1474,0.2119,4.129,0.02626,0.2318,0.02091,0.07228,0.003493,0.08865,109.3,26.3,0.1168,0.006123,M
0.216,0.06365,1.41,1.088,0.1538,0.03634,24.68,0.01569,23.14,0.1603,0.1043,17.47,984.6,0.2159,155.3,122.3,1660.0,0.1721,0.383,7.337,0.04644,0.489,0.01145,0.093,0.00512,0.1049,116.1,32.33,0.1376,0.006174,M
0.2404,0.0565,1.217,0.2713,0.178,0.0137,16.95,0.009073,16.11,0.07885,0.03781,14.97,685.9,0.02602,104.6,24.28,793.7,0.08485,0.1637,1.893,0.007276,0.06648,0.0135,0.06428,0.001706,0.09855,96.22,23.0,0.1216,0.00508,B
0.2827,0.05955,0.6656,0.236,0.1959,0.0118,12.39,0.01241,13.5,0.06981,0.037,12.32,464.1,0.03987,86.97,17.43,549.1,0.09391,0.1266,1.67,0.01683,0.1242,0.01924,0.06771,0.002248,0.1028,78.85,15.64,0.1385,0.008045,B
0.2884,0.05671,1.147,0.4697,0.1598,0.01063,19.63,0.009443,17.98,0.06288,0.03438,13.43,565.4,0.05858,116.6,43.4,993.6,0.116,0.1546,3.142,0.02151,0.2644,0.0152,0.07371,0.001868,0.09048,85.84,29.87,0.1401,0.006003,M
0.3216,0.07069,0.6583,0.4209,0.1966,0.02321,11.89,0.0132,18.79,0.1555,0.1097,15.46,736.9,0.2032,125.0,44.64,1102.0,0.1827,0.3583,2.805,0.04303,0.583,0.01792,0.101,0.004168,0.1257,102.5,17.04,0.1531,0.005393,M
0.1902,0.06669,1.805,0.2073,0.1566,0.02121,14.71,0.01583,11.35,0.05743,0.02583,11.08,372.7,0.02363,72.01,19.08,396.5,0.04306,0.0824,1.377,0.01453,0.03938,0.03082,0.07313,0.004785,0.1006,70.21,16.82,0.1216,0.01496,B
0.271,0.05975,1.925,0.3309,0.1928,0.01017,15.15,0.0,11.54,0.04302,0.0,10.66,349.6,0.0,73.2,21.98,408.3,0.0,0.06791,2.155,0.0,0.0,0.03265,0.06164,0.001002,0.08792,67.49,19.2,0.1076,0.008713,B
0.2592,0.06724,0.7873,0.2204,0.1722,0.008007,14.45,0.0,9.262,0.04276,0.0,8.671,227.2,0.0,58.36,11.36,259.2,0.0,0.07057,1.435,0.0,0.0,0.02711,0.07848,0.003399,0.09138,54.42,17.04,0.1162,0.009172,B
0.2614,0.08116,2.261,0.4311,0.1669,0.08808,18.06,0.0246,11.26,0.1294,0.03716,9.904,302.4,0.1307,73.07,27.48,390.2,0.0991,0.295,3.132,0.1197,0.3486,0.0388,0.1162,0.01792,0.09699,64.6,24.39,0.1301,0.01286,B
0.3054,0.06323,1.284,0.3037,0.1794,0.04094,20.11,0.01813,17.79,0.1556,0.08866,16.46,832.9,0.1793,123.5,31.59,981.2,0.2035,0.4667,2.482,0.05371,0.5862,0.01682,0.09519,0.004584,0.09831,109.3,28.45,0.1415,0.006627,M
0.2295,0.05234,1.142,0.1731,0.1395,0.002252,22.22,0.001852,14.0,0.01938,0.001852,13.01,526.4,0.001595,88.18,14.34,608.8,0.009259,0.03432,1.101,0.001595,0.007977,0.01613,0.05843,0.0009683,0.06251,82.01,29.02,0.08125,0.003418,B
0.1783,0.06133,0.9899,0.2889,0.1466,0.006364,13.06,0.007408,13.63,0.03774,0.0133,12.81,508.8,0.009193,86.7,21.79,570.7,0.0399,0.05445,1.778,0.00618,0.02758,0.01065,0.07319,0.003351,0.08739,81.29,16.15,0.1162,0.008534,B
0.2856,0.0577,1.481,0.8361,0.18,0.02537,21.87,0.01241,33.12,0.1914,0.1878,27.22,2250.0,0.2871,220.8,128.7,3216.0,0.2688,0.4034,5.82,0.03109,0.534,0.01575,0.08082,0.002747,0.1094,182.1,32.85,0.1472,0.004631,M
0.4098,0.07398,0.7629,0.6298,0.2395,0.04759,26.57,0.01567,26.68,0.2832,0.1496,21.09,1311.0,0.2487,176.5,81.46,2089.0,0.2903,0.7584,4.414,0.03872,0.678,0.01798,0.1284,0.005295,0.1141,142.7,33.48,0.1491,0.004253,M
0.3437,0.05549,1.15,0.3699,0.1618,0.02263,20.31,0.009767,20.11,0.08799,0.05189,15.7,766.6,0.06593,129.3,40.98,1269.0,0.1541,0.3547,2.406,0.01954,0.2902,0.01547,0.08631,0.00243,0.09597,101.2,32.82,0.1414,0.004626,M
0.1811,0.06217,1.108,0.3344,0.1167,0.03728,14.92,0.01712,12.37,0.08155,0.02361,11.41,402.0,0.06181,79.12,22.77,467.2,0.06296,0.161,1.902,0.05915,0.1648,0.02165,0.07427,0.004784,0.09059,73.53,17.7,0.1121,0.007356,B
0.3175,0.06317,0.4956,0.2054,0.1727,0.01395,22.41,0.006009,17.8,0.1052,0.03263,15.28,710.6,0.05375,113.8,19.53,973.1,0.1226,0.3299,1.344,0.01774,0.363,0.01172,0.09772,0.002575,0.09057,98.92,28.03,0.1301,0.00329,M
0.2933,0.06048,1.268,0.4245,0.1703,0.012,15.11,0.002404,11.87,0.04695,0.002404,10.08,317.5,0.001597,75.39,26.43,437.0,0.01042,0.1019,2.68,0.001597,0.00692,0.02538,0.07697,0.00347,0.09267,63.76,21.18,0.1521,0.01439,B
0.3206,0.05425,0.4757,0.2577,0.1621,0.009181,18.58,0.006719,21.31,0.08468,0.05814,18.31,1041.0,0.08169,139.2,28.92,1410.0,0.1571,0.2445,1.817,0.01412,0.3538,0.01069,0.06938,0.001087,0.08588,118.6,26.36,0.1234,0.002866,M
0.2572,0.06095,0.7655,0.2451,0.1516,0.008704,17.19,0.01185,13.01,0.06141,0.03239,11.71,420.3,0.03809,84.42,17.86,521.5,0.1099,0.104,1.742,0.01978,0.1521,0.01897,0.07097,0.001671,0.09774,74.68,21.39,0.1323,0.006905,B
0.32,0.0578,1.926,0.1859,0.1718,0.008776,17.39,0.00624,12.57,0.05562,0.01553,11.81,428.9,0.02353,79.57,14.47,489.5,0.04306,0.1,1.011,0.01556,0.08803,0.03139,0.06576,0.001988,0.1007,75.27,26.48,0.1356,0.007831,B
0.2482,0.05474,0.8355,0.2382,0.1667,0.02212,15.9,0.006433,13.35,0.07253,0.01654,12.3,463.7,0.03844,86.65,18.32,546.7,0.04815,0.165,1.687,0.02117,0.1423,0.02025,0.06306,0.001725,0.0808,78.83,19.59,0.1096,0.005996,B
0.5166,0.07542,2.11,0.286,0.2384,0.1354,23.12,0.01666,15.74,0.2413,0.06618,14.22,609.9,0.1981,106.4,31.72,762.4,0.1772,0.9327,2.112,0.1166,0.8488,0.05113,0.1446,0.01172,0.1075,94.37,37.18,0.1533,0.00797,M
0.2179,0.06287,1.748,0.7311,0.1694,0.0179,21.41,0.01757,13.75,0.06601,0.02864,12.77,507.4,0.03112,89.04,53.65,579.5,0.04773,0.08978,5.118,0.02176,0.05186,0.03373,0.06871,0.005875,0.08749,82.02,23.5,0.09388,0.004571,B
0.1909,0.06447,4.885,0.3539,0.1653,0.006736,18.22,0.0,9.968,0.02344,0.0,9.72,288.1,0.0,62.25,21.69,303.8,0.0,0.02729,2.23,0.0,0.0,0.03799,0.06559,0.001688,0.0695,60.73,20.83,0.07117,0.001713,B
0.3215,0.06937,1.809,0.4053,0.1943,0.03845,26.86,0.01321,15.65,0.1353,0.04562,12.34,477.4,0.1085,101.7,34.44,768.9,0.1459,0.4706,2.642,0.03763,0.4425,0.01878,0.1205,0.005672,0.1034,81.15,39.34,0.1785,0.009098,M
0.3,0.06672,0.9622,0.2796,0.1737,0.05122,23.21,0.01883,16.08,0.198,0.08878,14.86,671.4,0.1697,118.6,25.2,784.7,0.1727,0.4648,3.591,0.05551,0.4589,0.02545,0.08701,0.004312,0.1044,100.4,27.78,0.1316,0.008081,M
