feature_18,feature_77,feature_40,feature_13,feature_45,feature_23,feature_28,feature_33,feature_72,feature_55,feature_14,feature_22,feature_63,feature_30,feature_64,feature_65,feature_71,feature_16,feature_38,feature_3,feature_19,feature_42,feature_57,feature_31,feature_60,feature_76,feature_69,feature_20,feature_73,feature_8,feature_51,target
1.204779483,0.801179444,0.373809986,0.279191762,0.812733181,0.164950457,0.229454051,0.429764912,0.162474425,0.136237814,0.24460851,0.338838158,1.466000722,0.131921508,2.151763148,0.173426405,0.11987002,0.854672625,0.404896056,0.315329318,0.3574898,0.444336507,0.182332411,0.340198174,0.119990372,0.224575761,0.197617042,0.56440645,0.461186665,4.445696522,0.180647491,0
1.252706799,0.643317834,0.399307059,0.279341706,0.947652617,0.185794716,0.214378519,0.407319186,0.15419229,0.11699415,0.225422261,0.346470333,1.409779511,0.131225639,2.042297885,0.175491225,0.121493925,0.780424426,0.458207016,0.31290602,0.339974015,0.487656994,0.207139643,0.313122564,0.14339283,0.298035098,0.239838008,0.483542659,0.380230988,3.89822434,0.191540423,0
1.250961756,0.752740741,0.398959041,0.283548314,0.818814815,0.194387871,0.216338538,0.446028513,0.175111111,0.139555556,0.247567323,0.342837746,1.408,0.138719167,2.004740741,0.190814815,0.126666667,0.799049559,0.467979181,0.297578638,0.355510296,0.475446934,0.194814815,0.331070378,0.11837037,0.280592593,0.187407407,0.565512559,0.370518519,4.146413216,0.177777778,0
1.151994651,0.778489498,0.375975039,0.272565188,0.750037241,0.173389793,0.216848674,0.419879652,0.146283331,0.141963355,0.239358146,0.334967684,1.367495903,0.135279697,2.042305973,0.19320721,0.142410249,0.787608647,0.413416537,0.267662135,0.360820147,0.452863829,0.199165798,0.330733229,0.113064204,0.248175182,0.215700879,0.533541342,0.397288843,3.959438378,0.170564576,0
1.141298105,0.69015181,0.424181505,0.261631246,0.886337096,0.170591614,0.215393452,0.39603676,0.194433632,0.13643441,0.242389431,0.38454911,1.457181783,0.140149339,1.9552355,0.204165045,0.12748151,0.748420448,0.431074095,0.268236646,0.338311315,0.536760482,0.194822888,0.317346353,0.135266641,0.260217984,0.282016349,0.512349225,0.409108603,3.245835727,0.165044764,0
1.031026908,0.775358054,0.390993959,0.285008237,0.774377085,0.171334432,0.200988468,0.39785832,0.210908377,0.158328428,0.236133992,0.357221307,1.444771434,0.132894014,1.962526977,0.224641946,0.145772023,0.689456343,0.428061505,0.316858869,0.331411312,0.541460736,0.210712184,0.321252059,0.12164018,0.302334707,0.218952325,0.489840747,0.460270747,3.009610104,0.180105945,0
1.060532688,0.806986028,0.411924939,0.269673123,0.720159681,0.177058111,0.252118644,0.430387409,0.198602794,0.140319361,0.253026634,0.336561743,1.438123752,0.151634383,2.020558882,0.229540918,0.128942116,0.744249395,0.467917676,0.332021792,0.350484262,0.501210654,0.19740519,0.358353511,0.125548902,0.254291417,0.241916168,0.577784504,0.449500998,3.400121065,0.172055888,0
1.153451677,1.026248177,0.319921105,0.283892176,1.071522811,0.147666009,0.268639053,0.63339908,0.121727658,0.147628637,0.24904668,0.332412886,1.215957225,0.136620644,2.101312409,0.156586348,0.123394209,0.738856016,0.390927022,0.305588429,0.403813281,0.441420118,0.164294146,0.429191321,0.12138046,0.157905701,0.127421707,0.746219592,0.401985973,4.482445759,0.102284564,0
1.161527359,0.991166931,0.338407033,0.280934261,1.066800083,0.144338013,0.261907886,0.673008791,0.130425782,0.149679111,0.23750164,0.329615536,1.214339935,0.13685868,2.111586502,0.17065765,0.127389414,0.721690067,0.397323186,0.299698202,0.42396011,0.438262695,0.16058243,0.424091327,0.12380098,0.155061762,0.123041888,0.726413856,0.392933545,4.503083585,0.106203851,0
1.111885454,0.995876005,0.310314242,0.272301064,1.100419273,0.142802838,0.280283832,0.620501774,0.136435494,0.146058148,0.233020781,0.327927015,1.222764451,0.130131779,2.085229225,0.153962472,0.12598804,0.688291941,0.386087177,0.296756209,0.384313229,0.427521541,0.167777854,0.419285352,0.121795312,0.150594543,0.124682109,0.677521541,0.390267372,4.446908262,0.101450271,0
1.045432654,0.991694502,0.315620485,0.273077541,0.991062562,0.154117836,0.250120405,0.568148981,0.127742168,0.133881015,0.23486916,0.337614384,1.228401192,0.138866592,2.002708315,0.149950348,0.114651982,0.65837213,0.384973511,0.286402312,0.395248033,0.429764007,0.166561343,0.422379194,0.111402004,0.169721044,0.133249075,0.668646653,0.375191839,4.091025847,0.090638259,0
1.023418831,0.987040653,0.317508364,0.268440338,1.024232203,0.166799426,0.240879401,0.61908555,0.123468844,0.143884254,0.234347618,0.332324359,1.231759276,0.133821889,1.985354163,0.158441328,0.118941949,0.652381711,0.377728214,0.289150868,0.385215867,0.427592799,0.165364814,0.413414051,0.111663412,0.169092846,0.130569856,0.653815517,0.376797444,4.05751155,0.095242322,0
1.035016414,0.983807829,0.307800531,0.264186337,1.051512456,0.149132406,0.237455057,0.566671877,0.127402135,0.138879004,0.232921682,0.327966234,1.261120996,0.134906988,1.967615658,0.15133452,0.119128114,0.625762076,0.367516023,0.280287635,0.377677036,0.420978584,0.171797153,0.40503361,0.112455516,0.165391459,0.128113879,0.649835861,0.383896797,4.051117711,0.093238434,0
0.95571674,0.961697248,0.307310555,0.260736782,0.906422018,0.173888147,0.244130559,0.521282688,0.127293578,0.136926606,0.23325062,0.33021569,1.192087156,0.147928994,1.907224771,0.152752294,0.113990826,0.598587517,0.362855507,0.276961252,0.412865051,0.417064325,0.155275229,0.396258828,0.099311927,0.180733945,0.156536697,0.642298149,0.36146789,3.632945219,0.084518349,0
0.954159593,0.941852603,0.309186946,0.257875872,0.896439035,0.149594416,0.232031692,0.520467836,0.129254,0.14288934,0.230333899,0.322580645,1.204755465,0.141671383,1.897115168,0.160581474,0.11933739,0.587059045,0.368043765,0.265610262,0.372571213,0.41992077,0.157876944,0.391058291,0.098715348,0.186837954,0.144466982,0.653838898,0.347532116,3.586493115,0.093306288,0
0.992405063,0.974218572,0.319182084,0.269522882,0.946155601,0.161441091,0.245374878,0.55248296,0.124344057,0.144193475,0.234274586,0.335540409,1.234200319,0.144303797,1.949463838,0.169746749,0.119780972,0.606815969,0.375462512,0.276144109,0.380136319,0.430379747,0.168149669,0.413242454,0.103011636,0.181040383,0.154232261,0.663485881,0.38329911,3.806037001,0.092744695,0
0.941015431,0.95253117,0.340965655,0.268043803,0.864954184,0.163763066,0.245644599,0.552513688,0.14030344,0.142106054,0.254106521,0.352414136,1.206098843,0.161772026,1.935256121,0.181312904,0.123178609,0.599552016,0.407416625,0.290691887,0.414136386,0.469387755,0.17951029,0.411149826,0.087276551,0.221571278,0.178909419,0.658038825,0.366080817,3.426331508,0.074658254,0
0.899761337,0.939353891,0.335799523,0.263245823,0.833039648,0.159427208,0.234606205,0.5424821,0.143759178,0.146402349,0.242004773,0.334128878,1.204992658,0.1575179,1.910132159,0.182966226,0.131571219,0.56778043,0.396420048,0.274701671,0.386634845,0.455131265,0.178854626,0.403579952,0.095301028,0.197063142,0.156387665,0.600954654,0.385315712,3.293317422,0.084434655,0
0.885227011,0.970344724,0.316432358,0.247292003,0.871895228,0.161557963,0.277022355,0.509794884,0.141201264,0.149781725,0.231620189,0.334869786,1.229263887,0.143351003,1.949721511,0.198855939,0.130362788,0.540677575,0.389951602,0.249596681,0.35906891,0.442498271,0.179437001,0.391334409,0.094686136,0.208941743,0.191780822,0.602903895,0.369411411,3.286471537,0.087159416,0
0.872903226,0.890187744,0.379677419,0.28516129,0.818101311,0.186774194,0.25483871,0.543225806,0.156216791,0.136556854,0.272580645,0.357096774,1.219093163,0.173870968,1.847679773,0.173928445,0.117428268,0.598709677,0.468064516,0.303225806,0.408709677,0.530645161,0.168614949,0.429354839,0.08554729,0.204215374,0.173042862,0.651935484,0.325008856,3.155483871,0.073680482,0
0.821659981,0.889485536,0.378278309,0.270904042,0.802529014,0.177105832,0.23881518,0.527614934,0.171141521,0.154512385,0.248997223,0.350817649,1.224839771,0.178031472,1.80807206,0.195738784,0.123852416,0.556309781,0.440296205,0.284480099,0.405121876,0.496451712,0.156591027,0.410058624,0.090074485,0.214446562,0.161441192,0.684048133,0.326866447,2.932428263,0.076043651,0
0.800700321,0.930904523,0.34986869,0.259410563,0.843682699,0.163116428,0.227604319,0.497519697,0.155599426,0.155778894,0.233440327,0.333819667,1.249820531,0.156113219,1.886216798,0.206030151,0.129576454,0.52173913,0.416690983,0.27866939,0.392179749,0.48584768,0.161880833,0.390137146,0.088478105,0.211234745,0.188980617,0.588853224,0.378858579,2.833965568,0.084350323,0
1.240693455,1.061007348,0.323478027,0.305335304,0.981322719,0.182771133,0.295121623,0.693723962,0.102725046,0.161053276,0.288939659,0.386104018,1.466855481,0.188012364,2.40385793,0.152020821,0.128827312,0.948259643,0.39658648,0.337857815,0.470366886,0.402096492,0.180266381,0.371052278,0.108925291,,0.122167789,0.768310711,0.465018371,5.179948932,0.107700551,0
1.217906787,1.084656901,0.326792041,0.313300627,0.970624518,0.186699373,0.301717089,0.711638049,0.10154202,0.160292984,0.295993459,0.378304715,1.412259059,0.18329245,2.438550501,0.157363146,0.129452583,0.938539111,0.395884437,0.337149087,0.458571818,0.416053421,0.174942174,0.368629054,0.106476484,,0.120277564,0.744480785,0.442559753,5.318615427,0.105936777,0
1.341045541,1.025930018,0.360960609,0.336652511,0.978047882,0.196807732,0.329037926,0.780348514,0.0906814,0.153222836,0.312051545,0.400058574,1.345856354,0.199882853,2.312559853,0.137384899,0.121767956,1.021525846,0.420705813,0.371796749,0.479133109,0.443549568,0.171049724,0.407673159,0.108360958,,0.115064457,0.819739347,0.450755064,5.755893982,0.099668508,0
1.230490616,1.145109093,0.316924597,0.300460981,0.98444514,0.182746131,0.286960817,0.666117879,0.105752166,0.166510074,0.292558446,0.369608166,1.536068483,0.187849852,2.463513937,0.155339806,0.129241048,0.870102074,0.369114257,0.319888047,0.458182417,0.37586434,0.172982566,0.349687191,0.106900512,,0.127570728,0.714520909,0.448585447,4.889529141,0.10272471,0
1.225806452,1.166873964,0.328862479,0.305602716,0.972947761,0.191001698,0.291001698,0.683701188,0.098569652,0.157131012,0.328692699,0.393718166,1.445066335,0.198471986,2.426409619,0.14935738,0.126243781,0.905602716,0.374702886,0.331918506,0.487606112,0.410526316,0.177031509,0.362478778,0.100849917,,0.127176617,0.724278438,0.461546434,4.997113752,0.103026534,0
1.278671143,1.1522385,0.34387701,0.323201979,0.9826862,0.189786181,0.300759852,0.700653826,0.098862821,0.161868661,0.313482948,0.412263651,1.449646553,0.205159922,2.409794078,0.158795205,0.132670833,0.925075102,0.392472168,0.345113978,0.488248807,0.405018555,0.170884131,0.362961654,0.103370556,,0.119659871,0.775402014,0.430386231,5.31754727,0.097735888,0
1.194832257,0.997838422,0.309439467,0.29131069,0.966090246,0.199208168,0.26568035,0.624296728,0.111186166,0.159011078,0.297145239,0.383204834,1.555660632,0.204417587,2.479870305,0.166981897,0.127398001,0.77787039,0.34569702,0.302771411,0.486351323,0.348614295,0.192785734,0.31756616,0.104161038,,0.128613888,0.686392999,0.472439881,4.611585747,0.103620643,0
1.168778183,0.977702243,0.31801589,0.315868585,0.988443236,0.197337342,0.283873738,0.64032639,0.101155676,0.165873555,0.315439124,0.39746618,1.487695445,0.209791711,2.469340585,0.171312033,0.126988443,0.817264333,0.365686064,0.30942667,0.440627013,0.362465106,0.192522094,0.326819841,0.091774303,,0.124405167,0.712690573,0.470564242,4.765943741,0.101971448,0
1.129948187,1.005197228,0.306528497,0.288290155,1.007462687,0.193160622,0.276476684,0.581554404,0.111007463,0.162046908,0.300725389,0.409533679,1.471481876,0.198963731,2.438566098,0.154984009,0.130063966,0.771813472,0.346943005,0.303419689,0.434404145,0.353160622,0.193230277,0.308186528,0.095015991,,0.144722814,0.667357513,0.460421109,4.596683938,0.098747335,0
1.191286414,1.094440608,0.344676463,0.302397525,0.908667127,0.195668987,0.336169116,0.688063934,0.123791436,0.169198895,0.326372776,0.415055427,1.502935083,0.226346997,2.402796961,0.171961326,0.124309392,0.787574117,0.360917762,0.310131477,0.473060067,0.368909513,0.177313536,0.367362722,0.089606354,,0.200276243,0.729827275,0.5,4.512761021,0.098756906,0
1.232513661,1.097678418,0.33715847,0.337978142,0.896646604,0.200546448,0.311202186,0.642896175,0.110060189,0.168357696,0.354918033,0.42295082,1.498366294,0.243169399,2.35855546,0.172141015,0.126569218,0.818306011,0.377595628,0.363934426,0.468852459,0.390437158,0.173860705,0.369945355,0.082373173,,0.213413586,0.744262295,0.465864144,4.75273224,0.095786758,0
1.146073164,1.061207189,0.355845485,0.298286007,0.942861987,0.196725505,0.293425428,0.596060373,0.11190234,0.159206511,0.36863648,0.434638015,1.481010512,0.226912254,2.358087487,0.16615802,0.126992201,0.793809158,0.353798926,0.317728319,0.495523152,0.362496802,0.15089861,0.332054234,0.084435402,,0.198711428,0.730110003,0.473550356,4.521105142,0.090539166,0
1.153707595,1.144940747,0.313719604,0.269588712,0.988605287,0.169918943,0.261483038,0.67367157,0.150638104,0.17935278,0.318823176,0.415190633,1.603008204,0.24407085,2.485186873,0.195533273,0.132862352,0.746622636,0.352146503,0.268688082,0.44851396,0.332933053,0.211030082,0.293905734,0.095715588,,0.255241568,0.73521465,0.551731996,4.364455119,0.092980857,0
1.121399177,1.091343025,0.300999412,0.266607878,0.970058581,0.157260435,0.253380364,0.68547913,0.111520937,0.167281406,0.303644915,0.397707231,1.537426774,0.234861846,2.390106314,0.18398785,0.125189846,0.754262199,0.336566725,0.258377425,0.480011758,0.337154615,0.201562161,0.32069371,0.420698633,,0.242785854,0.782186949,0.51052289,4.345091123,0.091126058,0
1.320655967,1.104803493,0.361828332,0.318562456,0.971615721,0.193998604,0.293789253,0.779832519,0.139956332,0.165720524,0.35799023,0.474180042,1.560480349,0.280181438,2.420305677,0.173144105,0.125764192,0.902651779,0.40474529,0.331821354,0.523726448,0.432309839,0.197379913,0.333217027,0.073362445,,0.246943231,0.8897418,0.520960699,5.250174459,0.089737991,0
1.273772824,1.011715311,0.333649514,0.319777093,1.263831516,0.15840645,0.301991937,0.737016837,0.108417417,0.15961265,0.328788238,0.344439175,1.661678066,0.156272231,2.466987201,0.147558746,0.126565992,0.982570548,0.391866256,0.337206545,0.447830211,0.378468105,0.184397643,0.359497273,0.11065213,,0.128936141,0.778989803,0.500914201,4.746502253,0.138078147,0
1.310399033,1.009781122,0.339903265,0.323095526,1.288166895,0.171342201,0.3095526,0.747521161,0.109370725,0.161354309,0.302055623,0.358162031,1.622777018,0.161789601,2.459439124,0.1624487,0.126812585,0.99879081,0.397460701,0.347400242,0.446070133,0.414510278,0.185157319,0.357315599,0.537004104,,0.128180575,0.774727932,0.512380301,4.770858525,0.145827633,0
1.319730305,0.960229165,0.344570617,0.315945115,1.256212111,0.177903951,0.312041637,0.739176721,0.105056292,0.156352009,0.30009463,0.341850012,1.570714809,0.161107168,2.45306775,0.148957431,0.125574579,0.995268512,0.394014668,0.355216466,0.438372368,0.400165602,0.179601625,0.361603974,0.103057758,,0.124175605,0.764135321,0.497901539,4.813697658,0.143561388,0
1.240528379,1.183037684,0.338220351,0.308462767,1.198305533,0.16577152,0.284801858,0.776745536,0.113846968,0.166710793,0.296414574,0.360719988,1.669137764,0.17404558,2.570999912,0.162386374,0.135204307,0.902888663,0.369139207,0.316156191,0.451734649,0.386122804,0.196363957,0.345187981,0.111640632,,0.1439414,0.73203658,0.512399612,4.541878357,0.140323008,0
1.268324799,1.108152503,0.339136796,0.313972202,1.193740814,0.172640819,0.292465252,0.776591075,0.112302239,0.164001037,0.294513533,0.361228969,1.550445232,0.166057059,2.525201003,0.167804962,0.130111524,0.912362838,0.385808339,0.323482078,0.430577908,0.388149232,0.187602663,0.368544257,0.257197199,,0.140399412,0.755669349,0.513270511,4.531236284,0.136336129,0
1.209195081,1.066423791,0.328395752,0.302124092,1.20384648,0.157909447,0.279904975,0.76020123,0.107769211,0.159620435,0.278926775,0.335941867,1.467169364,0.156232532,2.463102601,0.162331611,0.128187749,0.896310788,0.357741755,0.307015092,0.403996646,0.377166015,0.187833602,0.346841811,0.102092688,,0.133779548,0.689770822,0.507243921,4.286193404,0.131915615,0
1.189067635,1.163785154,0.315343366,0.286974572,0.98593822,0.16779104,0.315343366,0.603355821,0.127478101,0.16263255,0.285244767,0.358242519,1.591747349,0.180245632,2.508875058,0.167819272,0.128169663,0.802456322,0.315689327,0.281439197,0.412558381,0.335063138,0.182687875,0.313267601,0.098432457,,0.155140618,0.715793115,0.489280775,4.167099118,0.116528354,0
1.209356516,1.16327464,0.316006453,0.290553863,1.003887491,0.174045528,0.282846388,0.630937444,0.109535788,0.166819117,0.294855709,0.394156659,1.510404756,0.174762502,2.451177681,0.168305511,0.124399726,0.812690446,0.334468543,0.292704786,0.415486646,0.348628787,0.170706609,0.310808389,0.09638692,,0.153555911,0.731493099,0.486736794,4.302921671,0.115138349,0
1.248952832,1.140143328,0.327627026,0.306501548,1.081901945,0.194864323,0.29156802,0.644144964,0.118644068,0.159481288,0.298124203,0.371517028,1.413149812,0.180477144,2.459333409,0.164941417,0.125241724,0.826443271,0.340375159,0.303951921,0.405754872,0.354398106,0.16630645,0.311236569,0.091229667,,0.1536799,0.720087416,0.494710499,4.424330723,0.118985326,0
1.165028355,1.331730089,0.281285444,0.270321361,1.009902391,0.172589792,0.243856333,0.543667297,0.18432593,0.168340642,0.277504726,0.379017013,1.526665724,0.174291115,2.454661197,0.158721177,0.12618475,0.627410208,0.288468809,0.2463138,0.445746692,0.34120983,0.205686802,0.284120983,0.111189702,,0.195925874,0.661058601,0.527373037,3.442155009,0.12095063,0
1.318162301,1.275132275,0.322885359,0.304422499,0.975912002,0.190425075,0.331472735,0.614212108,0.194514063,0.167919799,0.298196651,0.391799055,1.555973266,0.194718763,2.400167084,0.176970203,0.123781676,0.718763418,0.3278231,0.291970803,0.482825247,0.361099184,0.201475912,0.321811936,0.109440267,,0.190336953,0.742164019,0.495683654,3.901889223,0.122110833,0
1.295828066,1.261455897,0.300463548,0.30109566,0.937112976,0.195322377,0.281710914,0.58259587,0.180404569,0.168295032,0.294563843,0.377159713,1.527177652,0.187737042,2.384064951,0.163891565,0.122884271,0.719553308,0.313948588,0.288242731,0.450695322,0.351453856,0.203385166,0.327222925,0.10279345,,0.184119994,0.69553308,0.49112426,3.821112516,0.116829503,0
1.161388396,1.400758786,0.306308589,0.282239676,0.898961661,0.200912085,0.286546744,0.630352166,0.197284345,0.179912141,0.328350646,0.443374715,1.744209265,0.200152014,2.373602236,0.178714058,0.124001597,0.672409425,0.325057005,0.279959463,0.489485685,0.356219914,0.19149361,0.322016722,0.094648562,,,0.712946542,0.546325879,3.43628072,0.113817891,0
1.307975113,1.362204724,0.340214932,0.322680995,0.889173228,0.2239819,0.367081448,0.700791855,0.196259843,0.174015748,0.332013575,0.4375,1.802559055,0.222567873,2.349212598,0.199409449,0.126181102,0.735576923,0.349264706,0.317024887,0.541006787,0.379242081,0.191732283,0.356617647,0.095866142,,,0.74688914,0.538976378,3.947115385,0.110826772,0
1.212370587,1.340517241,0.33660738,0.320679586,0.866575235,0.213166976,0.310591983,0.69046987,0.190830721,0.16653605,0.366870188,0.398725776,1.818573668,0.215290682,2.378722571,0.192202194,0.130681818,0.676931245,0.319086806,0.338731086,0.468277144,0.340323865,0.188283699,0.318024954,0.092280564,,,0.71595434,0.529584639,3.626227767,0.109326019,0
2.590905038,1.399614922,0.416228266,0.429068212,0.904981949,0.191618368,0.320285332,0.387873384,0.09631769,0.156341757,0.294605439,0.36148016,1.598026474,0.180918413,1.903537906,0.127990373,0.121155235,1.171466786,0.47677218,0.414979938,0.475078021,0.499687918,0.194368231,0.455639768,0.128134777,,,0.777084262,0.400048135,4.163798484,0.31566787,1
2.641958425,1.41097815,0.442469001,0.429613421,0.952909258,0.198668855,0.331965718,0.411834427,0.112300761,0.156097088,0.351932896,0.385940919,1.597112543,0.182804522,1.987209922,0.145874715,0.125333075,1.219274252,0.514770241,0.42432531,0.486779723,0.523705325,0.18458408,0.473103574,0.127125624,,,0.806345733,0.398866334,4.284555069,0.300421491,1
2.747459954,1.332265701,0.46590389,0.450800915,0.926147705,0.202105263,0.342791762,0.415011442,0.10936267,0.15503876,0.332723112,0.390938215,1.521700784,0.184988558,1.851042102,0.141809404,0.118600009,1.291258581,0.543707094,0.444759725,0.51597254,0.560091533,0.180476257,0.482562929,0.12816228,,,0.847688787,0.37873091,4.497665904,0.287703662,1
2.353765933,1.394424074,0.417149479,0.402085747,0.814199014,0.188876014,0.305446118,0.40023175,0.099506891,0.158111013,0.302780997,0.376245655,1.516816285,0.186558517,1.951827032,0.12251865,0.117713997,1.030475087,0.453881808,0.390845886,0.524449594,0.483893395,0.17695031,0.433371958,0.121633582,,,0.70764774,0.385510178,4.576825029,0.331837148,1
2.38871689,1.366823022,0.421167297,0.404540764,0.842101927,0.195734434,0.306157551,0.384015595,0.114604462,0.151052231,0.312349501,0.372893017,1.527256592,0.16752666,1.942254057,0.137043611,0.124239351,1.064786148,0.483201468,0.389175553,0.514734549,0.500630662,0.173744929,0.439743149,0.124936613,,,0.705309024,0.385775862,4.548216948,0.313197262,1
2.604021289,1.32032767,0.462093436,0.424364281,0.842536408,0.208988764,0.325487877,0.404730928,0.111468447,0.141504854,0.334476641,0.391247782,1.436650485,0.179302188,1.886165049,0.134890777,0.117050971,1.127971614,0.518391484,0.414547605,0.564754583,0.542400946,0.166868932,0.460910704,0.122026699,,,0.774807806,0.367354369,4.806978119,0.303944175,1
2.548770689,1.387826391,0.39225454,0.379720392,0.751986726,0.195243452,0.288446087,0.363972361,0.099030652,0.149943236,0.306122449,0.372328459,1.437865689,0.175960148,1.889267313,0.116933019,0.1074142,0.877711715,0.379720392,0.349670577,0.541057368,0.450265145,0.166361017,0.395629118,0.112129945,,,0.653704001,0.381189416,4.127109111,0.338398393,1
2.82532393,1.357283045,0.414630146,0.394948335,0.739568223,0.204854847,0.308348368,0.38543546,0.104104446,0.145234235,0.321797605,0.397080531,1.396194215,0.174840085,1.860056319,0.138151719,0.115453537,0.925209119,0.414630146,0.361981302,0.567820239,0.482532393,0.167761754,0.427095293,0.108712347,,,0.67869444,0.374690673,4.27554535,0.305060159,1
3.061387146,1.261413905,0.460742751,0.426318467,0.784241716,0.223842632,0.328980838,0.405121248,0.114347717,0.13705033,0.335763948,0.413769713,1.345547116,0.185857216,1.862782739,0.133544779,0.105917703,0.995590978,0.469730371,0.385111073,0.606579617,0.551127692,0.161589183,0.449381041,0.113596528,,,0.722570799,0.366413488,4.481939969,0.285535431,1
2.261989529,1.392473753,0.429109948,0.381570681,0.712044355,0.216335079,0.300942408,0.369005236,0.103456411,0.148755456,0.320209424,0.392670157,1.44367111,0.192670157,1.91636192,0.131768314,0.115017105,0.873089005,0.388900524,0.37947644,0.523141361,0.492984293,0.170933113,0.415287958,0.105579804,,,0.657591623,0.411348354,3.866806283,0.331839094,1
2.472361809,1.347836149,0.443467337,0.39321608,0.73582504,0.215242881,0.302554439,0.40221943,0.109928257,0.158412405,0.329564489,0.413107203,1.44353159,0.188232831,1.958227262,0.145568156,0.110853969,0.895938023,0.429229481,0.367043551,0.540619765,0.510678392,0.172645221,0.427345059,0.099282573,,,0.667085427,0.410205971,3.907035176,0.316709095,1
2.610069518,1.30577957,0.464293238,0.41394565,0.771841398,0.231093322,0.315146408,0.391405098,0.102486559,0.147401434,0.32462608,0.420054771,1.413082437,0.191278702,1.874887993,0.150425627,0.108086918,0.931746366,0.462818622,0.372024436,0.558247314,0.571940173,0.165546595,0.449336423,0.098678315,,,0.696229197,0.396953405,3.976195492,0.292898746,1
2.404260915,1.29728929,0.402419779,0.368490268,0.658272848,0.207522357,0.30378748,0.35770647,0.109317138,0.153754999,0.324039979,0.420042083,1.39016442,0.207259337,1.887424085,0.146200563,0.104873352,0.792477643,0.376380852,0.338769069,0.531299316,0.429510784,0.173455784,0.395581273,0.104725226,,,0.655970542,0.44985928,3.678064177,0.264257147,1
2.562351701,1.294922159,0.432902716,0.386237806,0.698966972,0.221987872,0.29897179,0.360137095,0.131529172,0.1581551,0.356446085,0.437648299,1.39211407,0.210123912,1.879674087,0.127309763,0.104612251,0.860005273,0.407856578,0.357764303,0.562878988,0.492749802,0.172995781,0.368046401,0.105194238,,,0.66543633,0.422231922,3.702082784,0.270915175,1
2.543276662,1.202861595,0.44384338,0.386398764,0.746423006,0.248068006,0.304224626,0.376867594,0.114463805,0.1359966,0.331014941,0.436115404,1.343816405,0.204276146,1.865561694,0.159654342,0.100864145,0.845698094,0.442812983,0.346470891,0.586553323,0.549716641,0.161495963,0.414477074,0.101147471,,,0.673364245,0.413372999,3.687789799,0.255418615,1
2.107544558,1.7368028,0.42386226,0.397906212,1.169381564,0.169839073,0.331112649,0.338034262,0.114912485,0.176709452,0.290621215,0.356636096,1.884107351,0.16317702,2.192298716,0.134609102,0.125227538,0.737670877,0.45128915,0.419017131,0.485897214,0.468766223,0.231458576,0.416854127,0.12462077,0.182497083,0.136662777,0.844177193,0.578483081,3.518428794,0.351831972,1
2.350747566,1.843909804,0.440716273,0.412030598,1.238835046,0.173852573,0.341359527,0.352573018,0.124579944,0.190279063,0.294680111,0.371001391,1.964544879,0.159162031,2.369843666,0.159012322,0.132908002,0.760518081,0.480441586,0.432892907,0.494871349,0.462273992,0.269517362,0.424895688,0.133200214,0.19393172,0.135684021,0.820671071,0.595042127,3.541550765,0.353431062,1
2.618828118,1.770310192,0.479833348,0.438702243,1.17475997,0.186242354,0.364152114,0.369470792,0.132662482,0.180345273,0.314688414,0.384629022,1.78517356,0.165676802,2.193870015,0.161327548,0.128738922,0.799574506,0.516709512,0.463256803,0.553940254,0.508022338,0.251661743,0.440386491,0.131093058,0.179422083,0.12989291,0.854977396,0.566746677,3.654995125,0.331933161,1
2.084344446,1.763358779,0.405348098,0.372717635,1.066036593,0.16904229,0.315938273,0.323006243,0.115473161,0.178541137,0.276593238,0.342560961,1.786925966,0.154199552,2.269720102,0.141100206,0.127771719,0.612439628,0.393096949,0.364471669,0.49770291,0.423489221,0.239912759,0.383201791,0.1217739,0.190597359,0.142190719,0.725409353,0.55622198,3.230415832,0.349327517,1
2.273050908,1.807502287,0.419959653,0.384715794,1.057395547,0.171235315,0.301293461,0.326688027,0.123025313,0.180237877,0.289308176,0.352082592,1.806221409,0.153672719,2.323940226,0.155962184,0.132967368,0.639017444,0.432419604,0.376171829,0.51323128,0.437403584,0.245074718,0.396582414,0.12284233,0.1915828,0.14126258,0.700130533,0.551204636,3.230805743,0.336749009,1
2.521489971,1.707094752,0.449379179,0.401504298,1.045111472,0.180993314,0.320558739,0.343481375,0.124071064,0.177136554,0.294531996,0.356614136,1.682710172,0.155802292,2.197224803,0.15524849,0.12854157,0.668338109,0.464063992,0.39099809,0.55265043,0.469675263,0.233917789,0.404847182,0.120645611,0.191651184,0.137076173,0.673591213,0.525836043,3.271489971,0.318625174,1
2.045369706,1.760818622,0.382483848,0.373151472,0.90134354,0.170854271,0.277961235,0.305814788,0.12380878,0.156069364,0.266762383,0.342139268,1.564208717,0.159798995,2.113810342,0.139900016,0.116388064,0.56109117,0.364680546,0.339267767,0.48241206,0.400717875,0.197547258,0.362383345,0.103030776,0.205046087,0.154663334,0.660732233,0.511092017,2.883417085,0.296203718,1
2.271283635,1.733852497,0.433759741,0.378620791,0.896091006,0.178356124,0.293633289,0.344949272,0.125973431,0.160177126,0.286428466,0.360682253,1.51610933,0.179238347,2.071919377,0.160100779,0.121545274,0.58667843,0.408763417,0.350977797,0.520658727,0.436700485,0.198579936,0.387884135,0.102992823,0.187356848,0.149564819,0.695338921,0.486410139,2.959123658,0.298900596,1
