feature_41,feature_42,feature_77,feature_45,feature_76,feature_69,feature_73,feature_37,feature_72,feature_68,feature_58,feature_63,feature_71,feature_39,feature_33,feature_11,feature_18,feature_61,feature_25,feature_44,feature_67,feature_16,feature_22,feature_49,target
0.263430644,0.31939886,0.848214286,0.941570378,0.168198529,0.136423319,0.364233193,0.472793229,0.15835084,0.220063025,0.111344538,1.907956933,0.118434874,0.445154604,0.435135602,0.243910865,0.811193643,0.628939076,1.389186388,0.144957983,0.780330882,0.677664536,0.235619278,0.259847689,1
0.301225919,0.354154505,0.879005002,0.978504799,0.175611734,0.156009193,0.345680681,0.533566842,0.155468433,0.223333784,0.102203596,1.9072597,0.119372719,0.506129597,0.489200234,0.277096711,0.936563534,0.610652967,1.545436855,0.144923618,0.776531026,0.756178245,0.283518194,0.25510342,1
0.325198556,0.411119134,0.901329475,0.837568961,,,0.404901872,0.567509025,0.100117573,0.192547707,0.100027132,1.275662476,0.127068825,0.556967509,0.823393502,0.411407942,1.286931408,0.4633264,2.375162455,0.164239848,0.715112598,1.023537906,0.351480144,0.366374243,1
0.330380482,0.409526576,0.930509413,0.870801034,,,0.406146179,0.582340982,0.104097453,0.195736434,0.110003691,1.288851975,0.128829827,0.585100203,0.83952948,0.408364798,1.248765611,0.476098191,2.425791461,0.167774086,0.736157254,1.004792332,0.356230032,0.38298265,1
0.300896108,0.396947634,0.895977932,0.832532479,,,0.422406122,0.544245309,0.108649226,0.18686599,0.105979712,1.253603844,0.124577327,0.52100252,0.795855503,0.401008121,1.211005321,0.446253782,2.265051806,0.164709023,0.730912974,0.977597312,0.348781854,0.352820787,1
0.312195969,0.379951355,0.94684345,0.879698334,,,0.428293395,0.536831133,0.098771439,0.198880915,0.112516725,1.35664761,0.126383652,0.557505212,0.776059764,0.383599722,1.169735928,0.511494952,1.987317582,0.160321129,0.760126505,0.949444058,0.352328006,0.350322345,1
0.311420515,0.389495946,0.987398073,0.913639733,,,0.408450704,0.562566091,0.100074129,0.20805535,0.104768965,1.359525574,0.129602174,0.58847374,0.784807896,0.40377159,1.153154741,0.522856437,2.039830807,0.162713121,0.758957252,0.927564329,0.355128657,0.347788485,1
0.284702783,0.352873374,0.984663688,0.889989132,,,0.410457674,0.517865964,0.1046975,0.192368071,0.099263374,1.302499698,0.12389808,0.492178495,0.726658982,0.361929853,1.065535979,0.523125226,1.910423185,0.157710421,0.757758725,0.877984522,0.338712333,0.314092501,1
0.294240401,0.352253756,1.105637379,0.875232775,,,0.391569325,0.567612688,0.11342475,0.220077874,0.12849162,1.475368207,0.121042831,0.543196995,0.707220367,0.355175292,1.124791319,0.597765363,1.896911519,0.155070256,0.785000846,0.885642738,0.357262104,0.344167936,1
0.283462996,0.333732296,1.081227743,0.870612176,,,0.45395964,0.530620387,0.123452603,0.203493302,0.12667458,1.439545532,0.11836527,0.564133254,0.664472372,0.331139038,1.027727907,0.599457351,1.784560144,0.153976598,0.803289808,0.831637742,0.351486136,0.343394947,1
0.2813749,0.325739408,1.068778587,0.894121633,,,0.43554125,0.543165468,0.102490259,0.222768084,0.121971879,1.43774352,0.124682365,0.493605116,0.659872102,0.34392486,1.027178257,0.609351177,1.807354117,0.160935118,0.803659156,0.840327738,0.339928058,0.325427749,1
0.363783784,0.417027027,1.103787403,0.844528144,,,0.439213225,0.608108108,0.150449885,0.199623352,0.119271814,1.479807491,0.127432517,0.640810811,0.728108108,0.407567568,1.105405405,0.624189161,1.812162162,0.135174723,0.803306131,0.862432432,0.397297297,0.320778406,1
0.326200418,0.392223382,1.115053538,0.858702498,,,0.416544195,0.602296451,0.121981944,0.222758765,0.129330254,1.503464203,0.125761075,0.92980167,0.736691023,0.388308977,1.046189979,0.655889145,1.748695198,0.140457695,0.82448037,0.842901879,0.42980167,0.337182448,1
0.296513046,0.357229944,1.100538972,0.855721393,,,0.445273632,0.55840039,0.143656716,0.234038143,0.126658375,1.496475954,0.122305141,0.522311631,0.665691295,0.354791514,0.971958059,0.634328358,1.661545964,0.138474295,0.809701493,0.811509388,0.356742258,0.313640133,1
0.352690289,0.397309711,1.135862913,0.833537332,,,0.447246022,0.624343832,0.125581395,0.201468788,0.101101591,1.513341493,0.114810282,0.645013123,0.780839895,0.307414698,1.030839895,0.642350061,1.632874016,0.131946144,0.82374541,0.815944882,0.403215223,0.319216646,1
0.320243531,0.339117199,1.175829619,0.865527489,,,0.482169391,0.601217656,0.145121347,0.216196137,0.133234274,1.581971273,0.128528975,0.663013699,0.700761035,0.309893455,0.97412481,0.695641407,1.526636225,0.143635463,0.868003962,0.792998478,0.388736682,0.317483903,1
0.326448829,0.361590629,1.126874554,0.826707927,,,0.432992145,0.598335388,0.129016901,0.198762199,0.119495358,1.547250655,0.122827898,0.566276202,0.738286067,0.313810111,0.961467324,0.648417044,1.537916153,0.135920019,0.832896929,0.81134402,0.401048089,0.297310164,1
0.289703316,0.35718441,0.955277835,1.075914067,,,0.507023342,0.52486911,0.113716174,0.193245197,0.115781863,1.754802727,0.131171246,0.52617801,0.623618383,0.337405468,1.106457243,0.534600289,1.839296102,0.17310473,0.743854576,1.12434555,0.31733566,0.330820078,1
0.291532847,0.344671533,0.971223022,1.080804921,,,0.517255761,0.515036496,0.115003649,0.207381921,0.126472735,1.754770097,0.133979773,0.512408759,0.649051095,0.339854015,1.142481752,0.531435721,1.87649635,0.172661871,0.742779689,1.13080292,0.323065693,0.336044208,1
0.270230041,0.312449256,0.919828203,1.106350343,,,0.484712138,0.488362652,0.11187238,0.200838532,0.131199509,1.763779528,0.125779732,0.489986468,0.579431664,0.316779432,1.078755074,0.533387872,1.771041949,0.169649248,0.746395337,1.094857916,0.306224628,0.349319971,1
0.313700616,0.371148967,1.0,1.05081011,,,0.499027868,0.552917724,0.122099806,0.202981205,0.125858717,1.856383668,0.137653921,0.564516129,0.663102573,0.342877854,1.135375136,0.553856124,1.683399783,0.166429034,0.756707712,1.096955419,0.357013411,0.321970188,1
0.298204668,0.356732496,1.036933265,1.01757514,,,0.519358125,0.541292639,0.114238411,0.203387672,0.129648497,1.760952624,0.134360672,0.55475763,0.659964093,0.347576302,1.112387792,0.543428426,1.676840215,0.16505349,0.75585838,1.079533214,0.346140036,0.325012736,1
0.286856412,0.32123441,0.99222395,1.065059616,,,0.489502333,0.496642149,0.117288751,0.200362882,0.127527216,1.758553655,0.126101607,0.500639591,0.578030061,0.332747042,0.993444196,0.539398652,1.551007355,0.168092276,0.778771384,0.974576271,0.312759834,0.302229134,1
0.320729537,0.367660142,1.084839098,0.983823782,,,0.477370504,0.588745552,0.130958527,0.225090346,0.12940974,1.982619171,0.14145586,0.549599644,0.605204626,0.318505338,1.118327402,0.648081225,1.493772242,0.160385476,0.776802616,0.982206406,0.367882562,0.311650318,1
0.293092589,0.318916649,1.115019831,0.991550267,,,0.468356613,0.54965358,0.121917572,0.226418348,0.13502328,1.90705294,0.142610795,0.510602561,0.554902372,0.311988243,1.01595633,0.63942059,1.431240815,0.163476461,0.786514916,0.90552173,0.341171531,0.318675634,1
0.298352654,0.311368721,1.092526082,1.005130836,,,0.473747221,0.535692495,0.125363434,0.203694202,0.143492389,1.920129981,0.145373696,0.516168395,0.539149888,0.285946715,0.956274151,0.631605952,1.381940207,0.158029759,0.778347871,0.896888347,0.328045556,0.325295023,1
0.441838649,0.450281426,1.088864388,0.851819184,,,0.468136714,0.731081926,0.208379272,0.284454245,0.139140022,1.908710033,0.129437707,0.693558474,0.691369606,0.382426517,1.254534084,0.557442117,1.500625391,0.160088203,0.905181918,1.03627267,0.467166979,0.258213892,1
0.459006015,0.439062995,1.1317485,0.897578316,,,0.483670295,0.714150047,0.240391024,0.280159964,0.141301933,1.954676739,0.119306821,0.628363406,0.681861349,0.416904084,1.250395695,0.658742502,1.51915163,0.145967563,0.917573872,1.052864831,0.472301361,0.280826483,1
0.362444113,0.398509687,1.124779152,0.918065371,,,0.468418728,0.65633383,0.242712014,0.311174912,0.118595406,1.835689046,0.134275618,0.596721311,0.636363636,0.375260805,1.152608048,0.674028269,1.433979136,0.148189046,0.912323322,1.016989568,0.413710879,0.286660777,1
0.41827957,0.430824373,1.170413816,0.81068752,,,0.551645487,0.774193548,0.245356794,0.281850766,0.175301401,2.263929619,0.128054741,0.688530466,0.710035842,0.369175627,1.261648746,0.732811991,1.444444444,0.134897361,0.906484197,1.06344086,0.457706093,0.245356794,1
0.400409277,0.377216917,1.196363636,0.840330579,,,0.55768595,0.681105048,0.256528926,0.314710744,0.152396694,2.32231405,0.129586777,0.630627558,0.68212824,0.350272851,1.194747613,0.84231405,1.361869031,0.148099174,0.921322314,1.008867667,0.433151432,0.26677686,1
0.36800855,0.425008906,1.263245033,0.866225166,,,0.541059603,0.704666904,0.247682119,0.326490066,0.138410596,2.224172185,0.131456954,0.665835411,0.68792305,0.37121482,1.190238689,0.889735099,1.468115426,0.156291391,0.902980132,1.065194157,0.451371571,0.291721854,1
0.366004197,0.505740032,0.957378108,0.997804327,0.185728124,0.168873103,0.475944462,0.665843723,0.132257023,0.195027446,0.11643526,1.708685825,0.125605425,0.621651648,0.719664239,0.431428219,1.508579188,0.501259283,2.650783854,0.187665483,0.810849209,1.221701025,0.350697445,0.410720052,1
0.322333596,0.44937493,0.980757707,1.034689393,0.188827485,0.151275052,0.515280645,0.589142922,0.136094281,0.198881417,0.115586923,1.808043145,0.12663959,0.560986598,0.654465593,0.399707174,1.263881068,0.548971303,2.523031873,0.189093815,0.838671017,1.115666179,0.313774074,0.457620348,1
0.321021747,0.455988954,1.065877475,1.061864633,0.179909042,0.156300161,0.487225789,0.586123576,0.129547887,0.198568753,0.111021937,1.800093633,0.125601926,0.628581291,0.695777241,0.39512139,1.258083074,0.576845907,2.575768036,0.191278759,0.853397539,1.174433322,0.323092855,0.491439272,1
0.345170247,0.47391495,0.977482002,1.008287293,0.219236565,0.166164406,0.483257994,0.646207804,0.154445003,0.192700486,0.121295831,1.740917462,0.127825213,0.599152419,0.628233231,0.392517902,1.458278533,0.516239746,2.219640509,0.174116859,0.800435292,1.057430951,0.344001169,0.364892014,1
0.321802646,0.43522602,0.996028393,1.023153625,0.20593206,0.162835897,0.490113233,0.587927233,0.135710664,0.188693595,0.116697651,1.772181849,0.124387358,0.560915105,0.59536935,0.3896086,1.257717751,0.555010985,2.115352811,0.166131486,0.820263647,0.978776185,0.320011025,0.394203143,1
0.315359024,0.431106182,1.104691273,1.058295964,0.217575026,0.170834771,0.492928596,0.580121985,0.14677475,0.195843394,0.11090031,1.810624353,0.126077958,0.675353479,0.60049903,0.372331577,1.197532576,0.596498793,2.163709454,0.176267679,0.830717489,1.011644026,0.312725256,0.416005519,1
0.3379874,0.476928316,0.99922916,0.910472415,0.227177624,0.196454135,0.462063649,0.638344968,0.144807841,0.195903535,0.116837353,1.629335976,0.123554675,0.593223225,0.613996254,0.385663204,1.421590329,0.512939104,2.038821727,0.154718643,0.791542782,0.959475566,0.340541461,0.32000881,1
0.331683958,0.421548284,1.033374261,0.913718049,0.237972988,0.180600513,0.492242438,0.595051875,0.145775198,0.193883246,0.11463333,1.689585891,0.121107266,0.567438148,0.571109338,0.34924182,1.167278532,0.565130037,1.934876297,0.156937158,0.818171671,0.910135674,0.319393456,0.358410537,1
0.318882936,0.426855009,1.093760616,0.967161137,0.241648737,0.177782811,0.496999207,0.591329761,0.136564375,0.189559506,0.115841921,1.765711697,0.122183218,0.737782107,0.573469719,0.357363208,1.163825296,0.609670479,2.028088975,0.161589854,0.830596761,0.936515668,0.326514044,0.353414109,1
0.339554485,0.457957054,1.020138889,0.840138889,0.246666667,0.201388889,0.454027778,0.657234598,0.156944444,0.208611111,0.12375,1.675972222,0.122083333,0.595023078,0.547862733,0.380493679,1.364639775,0.539861111,1.753361429,0.158055556,0.805972222,0.834236404,0.373068433,0.298472222,1
0.335059455,0.418296893,1.070175439,0.895157895,0.253333333,0.221333333,0.503017544,0.606252397,0.167017544,0.201824561,0.125473684,1.746245614,0.12322807,0.574223245,0.522056003,0.370924434,1.153049482,0.623017544,1.659762179,0.153122807,0.821333333,0.81549674,0.349252014,0.33922807,1
0.319272591,0.418822647,1.109910422,0.909853548,0.249537893,0.201763117,0.4773212,0.578365204,0.172757003,0.206597469,0.121569743,1.702402957,0.128394711,0.54855643,0.504874391,0.343457068,1.058117735,0.62235177,1.665729284,0.15313522,0.815583677,0.809898763,0.315710536,0.352907721,1
0.381228834,0.484034833,1.030546624,0.767238299,0.296713112,0.224365845,0.487852805,0.699564586,0.19274741,0.234548053,0.138263666,1.662379421,0.1257592,0.615626512,0.53217223,0.349782293,1.298742138,0.58270811,1.554668602,0.151304037,0.795998571,0.772859216,0.364054185,0.302608074,1
0.350970425,0.479205176,1.049936903,0.812511267,0.3070128,0.23327925,0.508202632,0.624537893,0.165134307,0.205877051,0.127816838,1.737696052,0.129439337,0.575554529,0.515480591,0.347735675,1.13909427,0.659816117,1.489833641,0.137191275,0.796106003,0.751848429,0.337569316,0.311880296,1
0.343164794,0.439606742,1.135283364,0.843875686,0.291590494,0.247349177,0.48190128,0.638108614,0.17440585,0.203656307,0.127239488,1.684095064,0.126142596,0.648642322,0.507724719,0.341994382,1.092462547,0.627605119,1.555009363,0.147897623,0.788848263,0.783941948,0.3417603,0.32321755,1
0.393259867,0.483341876,0.643388229,1.061010354,0.19776249,0.160447502,0.439232854,0.699897488,0.153012299,0.227433813,0.127718713,1.28962546,0.125773053,0.631342901,0.473347002,0.378908252,1.382624295,0.401709402,2.195797027,0.200472518,0.738725592,1.042029728,0.342644798,0.213119311,1
0.389981147,0.483975222,0.701771585,0.939149919,0.215110987,0.154681045,0.452769414,0.663345004,0.149569358,0.202856943,0.122470415,1.327147959,0.120299699,0.630218152,0.4932669,0.381228117,1.362106114,0.396820951,2.299622946,0.186331489,0.733281983,1.072178831,0.344869378,0.246831454,1
0.406237715,0.45498624,0.752790498,0.946336577,0.186104751,0.148039496,0.493202633,0.585637531,0.129006869,0.20814253,0.113337149,1.398611906,0.129436176,0.583016643,0.478181103,0.38330494,1.276241646,0.42909273,2.258419604,0.182455638,0.745778477,1.057266413,0.341501769,0.30409273,1
0.418774967,0.502496671,0.714387655,1.045134243,0.239853715,0.177147444,0.438854696,0.760652463,0.153688342,0.205780037,0.133797164,1.389260548,0.12594773,0.647969374,0.48701731,0.382323569,1.457057257,0.446793328,1.989846871,0.194184283,0.733743645,1.008488682,0.37849534,0.197573811,1
0.376490898,0.478813559,0.627581188,0.943418539,0.205494406,0.161193487,0.422814518,0.632925298,0.147093605,0.206676976,0.117165469,1.428727372,0.137633039,0.593220339,0.45433145,0.351537979,1.285467671,0.430455745,1.88606403,0.174838534,0.740471209,0.938951664,0.330665411,0.236514145,1
0.372900517,0.438145995,0.802243911,0.908236796,0.224938429,0.17476968,0.469214631,0.611595607,0.134908328,0.206786464,0.11748609,1.470491654,0.120496215,0.586401809,0.455103359,0.359334625,1.289405685,0.445680927,1.932170543,0.170391316,0.745598832,0.956718346,0.359496124,0.262701815,1
0.400623539,0.501753702,0.720483384,1.000120846,0.235166163,0.201087613,0.415951662,0.760327358,0.18102719,0.212205438,0.119758308,1.413293051,0.128096677,0.689010133,0.446024942,0.350545596,1.365744349,0.46429003,1.696609509,0.178126888,0.732930514,0.857560405,0.363211224,0.191661631,1
0.399762517,0.476350683,0.756734108,0.864599545,0.237160302,0.178259308,0.423680115,0.671482288,0.181850832,0.205315456,0.113372441,1.425475877,0.121513229,0.622204631,0.454977241,0.346131011,1.268751237,0.444032084,1.682762715,0.160900275,0.710523165,0.866415991,0.352661785,0.212019634,1
0.391101613,0.444336507,0.801179444,0.812733181,0.224575761,0.197617042,0.461186665,0.632018652,0.162474425,0.205680587,0.114454206,1.466000722,0.11987002,0.586360987,0.429764912,0.354769769,1.204779483,0.466361776,1.651641733,0.1560958,0.73582862,0.854672625,0.338838158,0.242628475,1
0.40428757,0.487656994,0.643317834,0.947652617,0.298035098,0.239838008,0.380230988,0.770030316,0.15419229,0.239688016,0.121943903,1.409779511,0.121493925,0.617583369,0.407319186,0.319402339,1.252706799,0.501724914,1.438934604,0.185690715,0.723863807,0.780424426,0.346470333,0.154942253,1
0.412763069,0.475446934,0.752740741,0.818814815,0.280592593,0.187407407,0.370518519,0.697669156,0.175111111,0.213777778,0.116148148,1.408,0.126666667,0.597872822,0.446028513,0.333333333,1.250961756,0.481185185,1.499886852,0.155555556,0.70562963,0.799049559,0.342837746,0.204,1
0.386895476,0.452863829,0.778489498,0.750037241,0.248175182,0.215700879,0.397288843,0.634053934,0.146283331,0.219424996,0.111276627,1.367495903,0.142410249,0.601961221,0.419879652,0.315132605,1.151994651,0.494115895,1.466012926,0.148666766,0.718754655,0.787608647,0.334967684,0.228362878,1
0.44342332,0.536760482,0.69015181,0.886337096,0.260217984,0.282016349,0.409108603,0.851234922,0.194433632,0.228493577,0.105293889,1.457181783,0.12748151,0.651924182,0.39603676,0.303848363,1.141298105,0.554301285,1.209362435,0.173803036,0.714480343,0.748420448,0.38454911,0.130206306,1
0.438220758,0.541460736,0.775358054,0.774377085,0.302334707,0.218952325,0.460270747,0.709774849,0.210908377,0.23660977,0.120463017,1.444771434,0.145772023,0.614497529,0.39785832,0.319055464,1.031026908,0.52579949,1.131795717,0.149892093,0.732980184,0.689456343,0.357221307,0.184029821,1
0.437953995,0.501210654,0.806986028,0.720159681,0.254291417,0.241916168,0.449500998,0.738801453,0.198602794,0.237325349,0.132934132,1.438123752,0.128942116,0.715799031,0.430387409,0.295096852,1.060532688,0.526946108,1.24909201,0.136526946,0.732335329,0.744249395,0.336561743,0.209181637,1
0.297961867,0.441420118,1.026248177,1.071522811,0.157905701,0.127421707,0.401985973,0.595529257,0.121727658,0.249566002,0.098395945,1.215957225,0.123394209,0.548849441,0.63339908,0.385798817,1.153451677,0.541976252,2.625641026,0.165613499,0.857648774,0.738856016,0.332412886,0.295535032,1
0.30087915,0.438262695,0.991166931,1.066800083,0.155061762,0.123041888,0.392933545,0.588374229,0.130425782,0.258643296,0.091229039,1.214339935,0.127389414,0.539036872,0.673008791,0.376590999,1.161527359,0.559243668,2.570003936,0.169898558,0.870126285,0.721690067,0.329615536,0.295562763,1
0.290420679,0.427521541,0.995876005,1.100419273,0.150594543,0.124682109,0.390267372,0.580334516,0.136435494,0.26022407,0.096020345,1.222764451,0.12598804,0.524581855,0.620501774,0.364546376,1.111885454,0.566774349,2.54270147,0.165853323,0.864595505,0.688291941,0.327927015,0.299127088,1
0.30052978,0.429764007,0.991694502,0.991062562,0.169721044,0.133249075,0.375191839,0.599775245,0.127742168,0.236074749,0.101742349,1.228401192,0.114651982,0.536201638,0.568148981,0.361855836,1.045432654,0.558544732,2.252689035,0.148957299,0.832174777,0.65837213,0.337614384,0.269928681,1
0.298231639,0.427592799,0.987040653,1.024232203,0.169092846,0.130569856,0.376797444,0.588816314,0.123468844,0.250310669,0.096307474,1.231759276,0.118941949,0.537199299,0.61908555,0.358929425,1.023418831,0.592934493,2.285008762,0.145038168,0.833570034,0.652381711,0.332324359,0.260074561,1
0.312802876,0.420978584,0.983807829,1.051512456,0.165391459,0.128113879,0.383896797,0.587931843,0.127402135,0.256761566,0.093149466,1.261120996,0.119128114,0.549476317,0.566671877,0.347506644,1.035016414,0.562099644,2.230733156,0.147064057,0.846886121,0.625762076,0.327966234,0.266903915,1
0.299293758,0.417064325,0.961697248,0.906422018,0.180733945,0.156536697,0.36146789,0.588852835,0.127293578,0.233830275,0.102408257,1.192087156,0.113990826,0.511548005,0.521282688,0.342622638,0.95571674,0.556766055,1.978812751,0.133600917,0.788990826,0.598587517,0.33021569,0.244151376,1
0.305414073,0.41992077,0.941852603,0.896439035,0.186837954,0.144466982,0.347532116,0.579701943,0.129254,0.248816768,0.099166103,1.204755465,0.11933739,0.521976985,0.520467836,0.34295416,0.954159593,0.577417174,1.944916054,0.133761551,0.796033356,0.587059045,0.322580645,0.243745774,1
0.320934761,0.430379747,0.974218572,0.946155601,0.181040383,0.154232261,0.38329911,0.613242454,0.124344057,0.270590919,0.09650924,1.234200319,0.119780972,0.569620253,0.55248296,0.350730282,0.992405063,0.569472964,1.99006816,0.142710472,0.806297057,0.606815969,0.335540409,0.227013461,1
0.348183176,0.469387755,0.95253117,0.864954184,0.221571278,0.178909419,0.366080817,0.667745147,0.14030344,0.25446898,0.097942016,1.206098843,0.123178609,0.579392733,0.552513688,0.355151817,0.941015431,0.603274748,1.842956695,0.130839718,0.805017275,0.599552016,0.352414136,0.250713535,1
0.341527446,0.455131265,0.939353891,0.833039648,0.197063142,0.156387665,0.385315712,0.625536993,0.143759178,0.266960352,0.098531571,1.204992658,0.131571219,0.557279236,0.5424821,0.36849642,0.899761337,0.598091043,1.764916468,0.131277533,0.805433186,0.56778043,0.334128878,0.229368576,1
0.3247292,0.442498271,0.970344724,0.871895228,0.208941743,0.191780822,0.369411411,0.613735884,0.141201264,0.285112148,0.104169803,1.229263887,0.130362788,0.537911961,0.509794884,0.320811247,0.885227011,0.614933012,1.683567642,0.134276682,0.823423152,0.540677575,0.334869786,0.242510914,1
0.403548387,0.530645161,0.890187744,0.818101311,0.204215374,0.173042862,0.325008856,0.733225806,0.156216791,0.253985122,0.106269926,1.219093163,0.117428268,0.693870968,0.543225806,0.364516129,0.872903226,0.615302869,1.661290323,0.118490967,0.787637265,0.598709677,0.357096774,0.226354942,1
0.394014193,0.496451712,0.889485536,0.802529014,0.214446562,0.161441192,0.326866447,0.690836162,0.171141521,0.286679369,0.10670362,1.224839771,0.123852416,0.608145634,0.527614934,0.342486887,0.821659981,0.602286506,1.563406356,0.120907674,0.801143253,0.556309781,0.350817649,0.218257405,1
0.374963525,0.48584768,0.930904523,0.843682699,0.211234745,0.188980617,0.378858579,0.643419901,0.155599426,0.29684135,0.102656138,1.249820531,0.129576454,0.565800992,0.497519697,0.329734462,0.800700321,0.629576454,1.494309892,0.132627423,0.831299354,0.52173913,0.333819667,0.229361091,1
0.292702594,0.402096492,1.061007348,0.981322719,,0.122167789,0.465018371,0.551404381,0.102725046,0.186007348,0.090707287,1.466855481,0.128827312,0.572772477,0.693723962,0.355059804,1.240693455,0.494029394,2.910361511,0.184323331,0.80243417,0.948259643,0.386104018,0.354715248,1
0.29326792,0.416053421,1.084656901,0.970624518,,0.120277564,0.442559753,0.550149905,0.10154202,0.191441789,0.095990748,1.412259059,0.129452583,0.572226765,0.711638049,0.370264377,1.217906787,0.488743254,2.950122649,0.182729375,0.80154202,0.938539111,0.378304715,0.352351581,1
0.322887685,0.443549568,1.025930018,0.978047882,,0.115064457,0.450755064,0.592326841,0.0906814,0.18946593,0.08611418,1.345856354,0.121767956,0.610338263,0.780348514,0.414409138,1.341045541,0.498121547,3.11582955,0.171860037,0.769502762,1.021525846,0.400058574,0.318453039,1
0.284820547,0.37586434,1.145109093,0.98444514,,0.127570728,0.448585447,0.557128745,0.105752166,0.173504541,0.098340119,1.536068483,0.129241048,0.548567665,0.666117879,0.369608166,1.230490616,0.532101472,2.637800461,0.180707798,0.806347218,0.870102074,0.369608166,0.321119115,1
0.295415959,0.410526316,1.166873964,0.972947761,,0.127176617,0.461546434,0.562478778,0.098569652,0.186670813,0.098258706,1.445066335,0.126243781,0.562139219,0.683701188,0.352971138,1.225806452,0.546330846,2.64040747,0.181695688,0.812914594,0.905602716,0.393718166,0.328150912,1
0.304294045,0.405018555,1.1522385,0.9826862,,0.119659871,0.430386231,0.579430995,0.098862821,0.195984018,0.098555476,1.449646553,0.132670833,0.564233964,0.700653826,0.384520233,1.278671143,0.556910153,2.708075632,0.174674726,0.818256326,0.925075102,0.412263651,0.306833316,1
0.27339029,0.348614295,0.997838422,0.966090246,,0.128613888,0.472439881,0.578662221,0.111186166,0.196298298,0.104566333,1.555660632,0.127398001,0.537820379,0.624296728,0.304855178,1.194832257,0.552553364,2.338612211,0.171710349,0.855039179,0.77787039,0.383204834,0.314509592,1
0.296542839,0.362465106,0.977702243,0.988443236,,0.124405167,0.470564242,0.579128194,0.101155676,0.206526173,0.106730116,1.487695445,0.126988443,0.537255744,0.64032639,0.303414215,1.168778183,0.553229096,2.379643547,0.171719918,0.865941536,0.817264333,0.39746618,0.318558804,1
0.271295337,0.353160622,1.005197228,1.007462687,,0.144722814,0.460421109,0.549430052,0.111007463,0.207489339,0.103411514,1.471481876,0.130063966,0.531606218,0.581554404,0.313782383,1.129948187,0.547841151,2.320621762,0.161913646,0.853011727,0.771813472,0.409533679,0.3054371,1
0.3225058,0.368909513,1.094440608,0.908667127,,0.200276243,0.5,0.605826244,0.123791436,0.191298343,0.108770718,1.502935083,0.124309392,0.569476669,0.688063934,0.295436968,1.191286414,0.551104972,2.238205723,0.150552486,0.835808011,0.787574117,0.415055427,0.303522099,1
0.315300546,0.390437158,1.097678418,0.896646604,,0.213413586,0.465864144,0.642076503,0.110060189,0.204987102,0.111607911,1.498366294,0.126569218,0.605464481,0.642896175,0.356010929,1.232513661,0.569045572,2.419945355,0.153568358,0.830782459,0.818306011,0.42295082,0.306448839,1
0.302890765,0.362496802,1.061207189,0.942861987,,0.198711428,0.473550356,0.595548734,0.11190234,0.199220075,0.104442184,1.481010512,0.126992201,0.540547455,0.596060373,0.305960604,1.146073164,0.550186504,2.198772064,0.151407257,0.835876568,0.793809158,0.434638015,0.295015259,1
0.275893125,0.332933053,1.144940747,0.988605287,,0.255241568,0.551731996,0.626538577,0.150638104,0.203737466,0.10118505,1.603008204,0.132862352,0.55178625,0.67367157,0.255178625,1.153707595,0.628076572,2.210147103,0.151549681,0.913628077,0.746622636,0.415190633,0.320875114,1
0.264550265,0.337154615,1.091343025,0.970058581,,0.242785854,0.51052289,0.61787184,0.111520937,0.191147754,0.09503146,1.537426774,0.125189846,0.540270429,0.68547913,0.257789536,1.121399177,0.605771317,2.124926514,0.146452593,0.875244088,0.754262199,0.397707231,0.303970493,1
0.373342638,0.432309839,1.104803493,0.971615721,,0.246943231,0.520960699,0.714235869,0.139956332,0.210480349,0.100218341,1.560480349,0.125764192,0.625959525,0.779832519,0.329378925,1.320655967,0.624017467,2.494417306,0.147598253,0.896943231,0.902651779,0.474180042,0.308296943,1
0.30187337,0.378468105,1.011715311,1.263831516,,0.128936141,0.500914201,0.550272706,0.108417417,0.184397643,0.099952597,1.661678066,0.126565992,0.585724449,0.737016837,0.371591179,1.273772824,0.547843164,3.187336969,0.214803278,0.876278188,0.982570548,0.344439175,0.375770299,1
0.307617896,0.414510278,1.009781122,1.288166895,,0.128180575,0.512380301,0.550785973,0.109370725,0.191176471,0.101709986,1.622777018,0.126812585,0.560943168,0.747521161,0.376783555,1.310399033,0.52749658,3.238814994,0.216005472,0.883310534,0.99879081,0.358162031,0.376812585,1
0.298438609,0.400165602,0.960229165,1.256212111,,0.124175605,0.497901539,0.536905607,0.105056292,0.186663114,0.106588502,1.570714809,0.125574579,0.560089898,0.739176721,0.361249113,1.319730305,0.528678969,3.191506979,0.205182866,0.881886616,0.995268512,0.341850012,0.359336487,1
0.300769342,0.386122804,1.183037684,1.198305533,,0.1439414,0.512399612,0.581797068,0.113846968,0.173065043,0.104492101,1.669137764,0.135204307,0.566990855,0.776745536,0.360139353,1.240528379,0.56279234,2.878647119,0.2025417,0.904421499,0.902888663,0.360719988,0.363251258,1
0.302121434,0.388149232,1.108152503,1.193740814,,0.140399412,0.513270511,0.562838332,0.112302239,0.186738134,0.103311144,1.550445232,0.130111524,0.570007315,0.776591075,0.366349671,1.268324799,0.557275006,2.887929773,0.200397683,0.873605948,0.912362838,0.361228969,0.349528832,1
