feature_10,feature_30,feature_7,feature_26,feature_28,feature_25,feature_5,feature_15,feature_4,feature_8,feature_27,feature_16,feature_21,feature_9,feature_22,feature_12,feature_2,feature_24,target
0.06453,0.07987,0.06843,0.1892,0.07909,0.1358,0.1089,0.009433,419.8,0.03738,0.1956,0.02405,13.32,0.1993,26.21,1.693,20.18,543.9,0
0.05176,0.06251,0.1193,0.2016,0.1777,0.1124,0.08694,0.009406,1157.0,0.09667,0.2264,0.03055,22.03,0.1741,17.81,0.6336,15.94,1495.0,1
0.06082,0.09223,0.2508,0.3846,0.2247,0.1438,0.112,0.004057,1214.0,0.1286,0.681,0.02277,26.73,0.2027,26.39,1.048,18.15,2232.0,1
0.06761,0.09082,0.0537,0.2338,0.08194,0.1452,0.1012,0.01134,464.5,0.02822,0.1688,0.03175,13.58,0.1551,28.68,1.656,22.22,553.0,0
0.05553,0.09187,0.1324,0.3583,0.2346,0.1228,0.08439,0.00491,1686.0,0.09702,0.3948,0.02544,28.01,0.1801,28.22,0.8561,22.04,2403.0,1
0.05266,0.06085,0.01947,0.09995,0.05754,0.1045,0.08421,0.003634,690.2,0.01939,0.0775,0.007983,15.98,0.1515,25.82,1.065,19.76,782.1,0
0.064,0.07699,0.02531,0.1257,0.04603,0.1436,0.09594,0.007809,357.6,0.01698,0.1047,0.009816,11.6,0.1381,12.02,0.4064,9.71,414.0,0
0.05534,0.07228,0.08422,0.2119,0.1474,0.1168,0.08865,0.006123,886.3,0.06576,0.2318,0.0247,20.05,0.1893,26.3,1.391,18.8,1260.0,1
0.06365,0.093,0.2159,0.383,0.1721,0.1376,0.1049,0.006174,984.6,0.1043,0.489,0.03634,23.14,0.1538,32.33,1.41,24.68,1660.0,1
0.0565,0.06428,0.02602,0.1637,0.08485,0.1216,0.09855,0.00508,685.9,0.03781,0.06648,0.0137,16.11,0.178,23.0,1.217,16.95,793.7,0
0.05955,0.06771,0.03987,0.1266,0.09391,0.1385,0.1028,0.008045,464.1,0.037,0.1242,0.0118,13.5,0.1959,15.64,0.6656,12.39,549.1,0
0.05671,0.07371,0.05858,0.1546,0.116,0.1401,0.09048,0.006003,565.4,0.03438,0.2644,0.01063,17.98,0.1598,29.87,1.147,19.63,993.6,1
0.07069,0.101,0.2032,0.3583,0.1827,0.1531,0.1257,0.005393,736.9,0.1097,0.583,0.02321,18.79,0.1966,17.04,0.6583,11.89,1102.0,1
0.06669,0.07313,0.02363,0.0824,0.04306,0.1216,0.1006,0.01496,372.7,0.02583,0.03938,0.02121,11.35,0.1566,16.82,1.805,14.71,396.5,0
0.05975,0.06164,0.0,0.06791,0.0,0.1076,0.08792,0.008713,349.6,0.0,0.0,0.01017,11.54,0.1928,19.2,1.925,15.15,408.3,0
0.06724,0.07848,0.0,0.07057,0.0,0.1162,0.09138,0.009172,227.2,0.0,0.0,0.008007,9.262,0.1722,17.04,0.7873,14.45,259.2,0
0.08116,0.1162,0.1307,0.295,0.0991,0.1301,0.09699,0.01286,302.4,0.03716,0.3486,0.08808,11.26,0.1669,24.39,2.261,18.06,390.2,0
0.06323,0.09519,0.1793,0.4667,0.2035,0.1415,0.09831,0.006627,832.9,0.08866,0.5862,0.04094,17.79,0.1794,28.45,1.284,20.11,981.2,1
0.05234,0.05843,0.001595,0.03432,0.009259,0.08125,0.06251,0.003418,526.4,0.001852,0.007977,0.002252,14.0,0.1395,29.02,1.142,22.22,608.8,0
0.06133,0.07319,0.009193,0.05445,0.0399,0.1162,0.08739,0.008534,508.8,0.0133,0.02758,0.006364,13.63,0.1466,16.15,0.9899,13.06,570.7,0
0.0577,0.08082,0.2871,0.4034,0.2688,0.1472,0.1094,0.004631,2250.0,0.1878,0.534,0.02537,33.12,0.18,32.85,1.481,21.87,3216.0,1
0.07398,0.1284,0.2487,0.7584,0.2903,0.1491,0.1141,0.004253,1311.0,0.1496,0.678,0.04759,26.68,0.2395,33.48,0.7629,26.57,2089.0,1
0.05549,0.08631,0.06593,0.3547,0.1541,0.1414,0.09597,0.004626,766.6,0.05189,0.2902,0.02263,20.11,0.1618,32.82,1.15,20.31,1269.0,1
0.06217,0.07427,0.06181,0.161,0.06296,0.1121,0.09059,0.007356,402.0,0.02361,0.1648,0.03728,12.37,0.1167,17.7,1.108,14.92,467.2,0
0.06317,0.09772,0.05375,0.3299,0.1226,0.1301,0.09057,0.00329,710.6,0.03263,0.363,0.01395,17.8,0.1727,28.03,0.4956,22.41,973.1,1
0.06048,0.07697,0.001597,0.1019,0.01042,0.1521,0.09267,0.01439,317.5,0.002404,0.00692,0.012,11.87,0.1703,21.18,1.268,15.11,437.0,0
0.05425,0.06938,0.08169,0.2445,0.1571,0.1234,0.08588,0.002866,1041.0,0.05814,0.3538,0.009181,21.31,0.1621,26.36,0.4757,18.58,1410.0,1
0.06095,0.07097,0.03809,0.104,0.1099,0.1323,0.09774,0.006905,420.3,0.03239,0.1521,0.008704,13.01,0.1516,21.39,0.7655,17.19,521.5,0
0.0578,0.06576,0.02353,0.1,0.04306,0.1356,0.1007,0.007831,428.9,0.01553,0.08803,0.008776,12.57,0.1718,26.48,1.926,17.39,489.5,0
0.05474,0.06306,0.03844,0.165,0.04815,0.1096,0.0808,0.005996,463.7,0.01654,0.1423,0.02212,13.35,0.1667,19.59,0.8355,15.9,546.7,0
0.07542,0.1446,0.1981,0.9327,0.1772,0.1533,0.1075,0.00797,609.9,0.06618,0.8488,0.1354,15.74,0.2384,37.18,2.11,23.12,762.4,1
0.06287,0.06871,0.03112,0.08978,0.04773,0.09388,0.08749,0.004571,507.4,0.02864,0.05186,0.0179,13.75,0.1694,23.5,1.748,21.41,579.5,0
0.06447,0.06559,0.0,0.02729,0.0,0.07117,0.0695,0.001713,288.1,0.0,0.0,0.006736,9.968,0.1653,20.83,4.885,18.22,303.8,0
0.06937,0.1205,0.1085,0.4706,0.1459,0.1785,0.1034,0.009098,477.4,0.04562,0.4425,0.03845,15.65,0.1943,39.34,1.809,26.86,768.9,1
0.06672,0.08701,0.1697,0.4648,0.1727,0.1316,0.1044,0.008081,671.4,0.08878,0.4589,0.05122,16.08,0.1737,27.78,0.9622,23.21,784.7,1
0.05667,0.06949,0.03873,0.1506,0.08235,0.1097,0.07941,0.005298,516.4,0.02377,0.1764,0.01587,13.88,0.1829,22.0,0.9086,16.33,600.6,0
0.06877,0.09333,0.1385,0.3122,0.1673,0.1737,0.12,0.0138,588.9,0.06526,0.3809,0.03348,16.39,0.1834,34.01,2.112,22.29,806.9,1
0.0534,0.06558,0.1103,0.1963,0.09181,0.08822,0.07371,0.00553,1024.0,0.05778,0.2535,0.05296,19.76,0.177,24.7,1.305,21.84,1228.0,1
0.05529,0.09221,0.1114,0.5601,0.1708,0.1322,0.08523,0.005524,1148.0,0.06772,0.3865,0.03698,23.36,0.1767,32.06,1.073,22.49,1688.0,1
0.06466,0.1013,0.118,0.4056,0.1838,0.1552,0.09872,0.004044,642.7,0.0598,0.4967,0.01597,18.33,0.195,30.12,0.6509,20.22,1044.0,1
0.06013,0.08174,0.04187,0.2042,0.108,0.1429,0.09586,0.007514,461.0,0.04107,0.1377,0.01779,14.44,0.1979,28.36,1.326,19.56,638.4,0
0.05491,0.07867,0.1036,0.342,0.1939,0.1381,0.08968,0.00609,951.6,0.07488,0.3508,0.02569,20.42,0.1506,25.84,0.8282,19.32,1239.0,1
0.06229,0.08762,0.3523,0.4167,0.2733,0.1536,0.1141,0.009327,1685.0,0.162,0.7892,0.05121,25.12,0.22,32.68,1.56,26.67,1986.0,1
0.07421,0.1086,0.1558,0.5209,0.2013,0.2226,0.1323,0.008824,597.8,0.09176,0.4646,0.03108,19.2,0.2251,41.85,1.93,23.75,1153.0,1
0.06373,0.0875,0.08005,0.2378,0.1015,0.1426,0.09965,0.006953,481.9,0.03821,0.2671,0.01911,14.97,0.1925,24.64,1.044,18.6,677.9,0
0.05986,0.0974,0.0755,0.3331,0.1252,0.1491,0.08876,0.005472,716.6,0.04079,0.3327,0.01919,17.77,0.1594,20.24,0.3621,16.68,989.5,1
0.06285,0.0738,0.01756,0.1247,0.05588,0.1415,0.1089,0.009719,295.4,0.01952,0.06213,0.01249,10.42,0.1934,23.22,1.342,17.27,331.6,0
0.05223,0.06469,0.0695,0.1486,0.1096,0.1111,0.08772,0.005038,904.3,0.0539,0.1932,0.01503,19.8,0.2026,25.05,0.8554,20.26,1210.0,1
0.0731,0.1076,0.08705,0.4402,0.1126,0.1349,0.1002,0.005251,529.4,0.05102,0.3162,0.03041,14.55,0.185,29.16,0.9223,22.54,639.3,0
0.05526,0.07474,0.05892,0.2186,0.1035,0.1222,0.08182,0.004291,725.5,0.03157,0.2962,0.01236,17.38,0.1359,15.92,0.3628,12.91,932.7,0
0.05024,0.05865,0.164,0.292,0.192,0.1178,0.0909,0.008124,1290.0,0.09561,0.3861,0.03611,23.24,0.1765,27.84,1.48,22.14,1656.0,1
0.06057,0.07993,0.02669,0.188,0.06913,0.128,0.08871,0.005517,428.0,0.01393,0.1471,0.01727,13.3,0.1533,24.99,0.8652,18.94,546.3,0
0.05525,0.05525,0.3201,0.1516,0.1595,0.1142,0.1142,0.01345,2499.0,0.1595,0.3201,0.02772,28.11,0.1648,18.47,1.476,18.47,2499.0,1
0.05866,0.06818,0.1682,0.1793,0.1099,0.1243,0.1006,0.03113,948.0,0.06597,0.2803,0.08555,18.07,0.1308,28.07,1.667,25.56,1021.0,1
0.06433,0.1026,0.1115,0.4059,0.1772,0.1559,0.09463,0.01088,610.7,0.06462,0.3744,0.0371,16.86,0.2235,34.85,1.845,23.81,811.3,1
0.06916,0.1059,0.09901,0.437,0.1654,0.146,0.1026,0.00596,578.9,0.05602,0.4636,0.03438,15.75,0.2106,26.93,1.194,16.93,750.1,1
0.06314,0.08365,0.06636,0.3046,0.1138,0.1405,0.09363,0.008872,432.2,0.03142,0.2806,0.04192,13.25,0.1967,27.1,1.563,18.35,531.2,0
0.06315,0.07809,0.05774,0.1397,0.03571,0.09527,0.08054,0.00468,321.2,0.01071,0.1925,0.0312,11.48,0.1964,24.47,1.922,17.48,403.7,0
0.05581,0.08255,0.1272,0.3235,0.182,0.1353,0.09383,0.006804,1230.0,0.08691,0.3617,0.03169,25.73,0.2094,28.64,1.186,21.56,2009.0,1
0.05313,0.07568,0.1145,0.4097,0.1625,0.1408,0.0842,0.005539,1223.0,0.06637,0.3995,0.02644,27.9,0.1428,45.41,1.321,32.47,2477.0,1
0.06344,0.08718,0.03888,0.2474,0.08056,0.1311,0.09646,0.004133,568.9,0.02563,0.1759,0.01695,15.34,0.136,16.35,0.4336,13.16,706.2,0
0.06303,0.08177,0.0786,0.2698,0.0909,0.1376,0.1051,0.005851,561.3,0.04451,0.2577,0.02314,14.98,0.1962,17.13,0.4981,13.9,686.6,0
0.06908,0.08797,0.01768,0.144,0.05575,0.1406,0.1061,0.007899,313.1,0.01915,0.06572,0.014,11.17,0.191,22.84,1.217,17.53,375.6,0
0.06303,0.1064,0.1147,0.448,0.1479,0.1552,0.1025,0.004766,761.3,0.06462,0.3976,0.02374,19.56,0.1935,30.29,0.9209,20.25,1088.0,1
0.05674,0.07623,0.03554,0.1311,0.09678,0.1276,0.08445,0.006032,546.4,0.02456,0.1786,0.01104,15.14,0.1496,23.6,0.8907,17.02,708.8,0
0.05448,0.06072,0.05724,0.1525,0.1087,0.1297,0.09906,0.007089,641.2,0.04603,0.1632,0.01428,16.77,0.2075,16.9,0.8121,13.47,873.2,0
0.0645,0.08269,0.006643,0.1153,0.04464,0.1341,0.1053,0.006513,329.6,0.01216,0.02639,0.008061,11.52,0.1788,19.8,0.9027,15.46,395.4,0
0.05907,0.08362,0.06505,0.3627,0.1379,0.1136,0.08371,0.004119,684.5,0.0378,0.3402,0.03207,16.41,0.1881,19.31,0.4966,15.51,808.2,0
0.06019,0.09585,0.05438,0.3454,0.118,0.1227,0.07903,0.005169,496.4,0.02036,0.3911,0.02294,14.2,0.1514,31.31,1.066,23.97,624.0,0
0.07254,0.1243,0.1695,0.5343,0.1977,0.1777,0.1088,0.006983,503.2,0.06861,0.6282,0.03858,15.2,0.2123,30.15,1.069,22.33,706.0,1
0.06325,0.09061,0.191,0.3934,0.2543,0.1703,0.1141,0.005532,895.0,0.109,0.5018,0.02008,19.59,0.2131,24.89,0.679,19.08,1189.0,1
0.05628,0.07087,0.01633,0.1432,0.02083,0.09203,0.06883,0.003653,395.7,0.003125,0.1089,0.01647,12.08,0.1869,33.75,0.8927,27.08,452.3,0
0.05828,0.07307,0.004967,0.06885,0.03002,0.09994,0.0778,0.004359,386.8,0.006434,0.02318,0.006813,12.36,0.1845,41.78,1.647,33.81,470.9,0
0.05592,0.08328,0.1554,0.2761,0.1563,0.1223,0.09159,0.00502,1319.0,0.0834,0.4146,0.02062,24.47,0.1448,37.38,1.189,27.81,1872.0,1
0.06403,0.08178,0.01652,0.09515,0.07222,0.1504,0.08464,0.01164,279.6,0.01667,0.07161,0.0104,10.51,0.1551,19.16,0.8301,15.91,335.9,0
0.05835,0.07617,0.01462,0.1513,0.07963,0.1287,0.0907,0.007389,603.4,0.01896,0.06231,0.01383,15.33,0.1517,30.28,1.503,21.25,715.5,0
0.06309,0.08677,0.195,0.4126,0.2593,0.1481,0.09509,0.006428,1670.0,0.1237,0.582,0.02863,31.01,0.1909,34.51,0.9635,26.97,2944.0,1
0.05177,0.07127,0.09042,0.2311,0.1445,0.1228,0.08355,0.007959,1306.0,0.06022,0.3158,0.03133,24.22,0.1467,26.17,1.041,21.46,1750.0,1
0.06129,0.07796,0.1103,0.2426,0.08219,0.1081,0.08223,0.006307,623.9,0.04408,0.3064,0.02845,15.75,0.1342,40.54,2.324,27.85,764.0,0
0.05966,0.08496,0.1417,0.3735,0.2066,0.1365,0.09812,0.00486,920.6,0.08811,0.3241,0.02785,22.51,0.1809,44.87,0.8561,39.28,1408.0,1
0.0566,0.0651,0.04705,0.1291,0.09222,0.1278,0.09423,0.00647,575.3,0.03731,0.1533,0.01248,14.85,0.1717,19.05,0.6612,15.6,683.4,0
0.05754,0.06783,0.01053,0.07776,0.04052,0.1037,0.07926,0.003265,476.5,0.01108,0.06243,0.00493,13.2,0.1546,20.37,0.6745,15.04,543.4,0
0.07669,0.1297,0.1548,0.4848,0.1218,0.1347,0.09592,0.006663,389.4,0.02854,0.7436,0.05914,12.58,0.2054,27.96,1.642,18.19,472.9,0
0.05429,0.06321,0.04697,0.1442,0.06106,0.09368,0.08043,0.004351,590.0,0.02344,0.1359,0.02667,15.01,0.1773,26.34,1.057,23.77,706.0,0
0.06,0.07614,0.2049,0.2968,0.1564,0.1463,0.1027,0.01061,1155.0,0.08886,0.3458,0.03252,21.65,0.1978,30.53,1.802,23.5,1417.0,1
0.0644,0.07748,0.04831,0.1026,0.06736,0.1515,0.107,0.01604,337.7,0.0307,0.1181,0.01386,11.48,0.1737,29.46,2.612,19.86,402.8,0
0.05635,0.07198,0.04336,0.1508,0.0497,0.1101,0.07215,0.006261,541.6,0.01105,0.2298,0.01569,13.94,0.1487,27.82,1.601,17.43,602.0,0
0.06409,0.1178,0.1374,0.5849,0.1561,0.1254,0.0876,0.005501,512.2,0.0398,0.7727,0.05592,14.39,0.1596,17.7,0.4402,14.11,639.1,0
0.06329,0.08147,0.02379,0.1398,0.06136,0.1499,0.09657,0.007189,347.0,0.01615,0.1125,0.01035,12.25,0.1897,35.19,1.493,25.22,455.7,0
0.06168,0.07809,0.04328,0.1582,0.09608,0.1389,0.1013,0.006662,406.3,0.02929,0.1804,0.01228,12.65,0.1883,21.19,1.038,14.93,491.8,0
0.05898,0.07849,0.2712,0.3172,0.2105,0.1211,0.1007,0.005283,1364.0,0.131,0.6991,0.03908,25.58,0.2205,27.0,0.8208,23.56,2010.0,1
0.05934,0.06487,0.02638,0.1049,0.06544,0.1183,0.09345,0.00638,407.4,0.02069,0.08105,0.01065,12.97,0.1834,22.46,0.8429,18.45,508.9,0
0.06697,0.1297,0.2417,0.5955,0.2507,0.171,0.1062,0.008482,1206.0,0.0974,0.8489,0.05057,25.28,0.1733,25.59,0.78,19.82,1933.0,1
0.05613,0.08113,0.1266,0.2405,0.1857,0.1416,0.1008,0.004757,928.2,0.08353,0.3378,0.01503,19.85,0.1813,25.09,0.8568,17.08,1222.0,1
0.05647,0.0895,0.1379,0.3161,0.1999,0.1497,0.1035,0.004649,1169.0,0.08591,0.4317,0.018,25.7,0.1776,24.57,0.6342,19.33,1972.0,1
0.0613,0.07957,0.09789,0.3262,0.1374,0.1512,0.1096,0.006351,602.4,0.05246,0.3209,0.02679,16.39,0.1908,22.07,0.8098,17.05,826.0,1
0.06232,0.1005,0.1784,0.5329,0.1941,0.1281,0.0926,0.006356,1207.0,0.1144,0.4251,0.04765,25.05,0.1893,36.27,1.199,28.77,1926.0,1
0.07596,0.1191,0.2448,0.4503,0.2229,0.1765,0.1335,0.01015,713.3,0.1242,0.4429,0.04588,17.73,0.2398,22.66,1.059,17.27,928.8,1
0.08104,0.1019,0.3176,0.5172,0.2462,0.1504,0.1109,0.01236,773.5,0.1377,0.6181,0.05995,19.85,0.2495,31.64,2.454,23.2,1226.0,1
0.0665,0.1204,0.1751,0.5564,0.2014,0.1883,0.1063,0.005345,744.9,0.08399,0.5703,0.02556,18.49,0.2091,49.54,1.278,33.56,1035.0,1
0.05572,0.07999,0.1519,0.2945,0.1697,0.1522,0.1,0.005043,1288.0,0.09333,0.3788,0.01578,24.33,0.1814,39.16,1.033,27.06,1844.0,1
0.05307,0.06515,0.02891,0.1486,0.08235,0.124,0.08662,0.005726,933.1,0.02837,0.1211,0.01106,19.85,0.1564,31.47,1.317,23.06,1218.0,1
0.05464,0.07484,0.09697,0.2867,0.1528,0.1134,0.08999,0.006717,947.8,0.07507,0.2298,0.05981,20.39,0.2108,27.24,1.633,22.13,1295.0,1
0.05443,0.06829,0.04209,0.1807,0.08568,0.1084,0.0784,0.002826,758.6,0.02847,0.226,0.009105,17.91,0.1547,31.67,0.9988,19.38,988.6,1
0.0558,0.0757,0.09061,0.2567,0.1984,0.1558,0.09726,0.004493,928.3,0.06527,0.3889,0.01206,21.58,0.1867,29.33,0.7383,22.07,1436.0,1
0.05674,0.08218,0.1367,0.2644,0.1659,0.1401,0.09469,0.004551,1419.0,0.08646,0.3442,0.01478,32.49,0.1769,47.16,1.617,31.12,3432.0,1
0.06491,0.07587,0.06387,0.2515,0.07926,0.1213,0.09688,0.00747,346.4,0.02642,0.1916,0.03581,11.88,0.1922,22.94,1.197,18.95,424.8,0
0.05859,0.07024,0.04072,0.173,0.06189,0.1005,0.07956,0.005436,561.0,0.02142,0.1453,0.02406,14.8,0.1635,30.04,1.916,21.84,661.5,0
0.05769,0.07062,0.039,0.1808,0.0578,0.1256,0.09425,0.005518,512.2,0.01615,0.1992,0.02178,13.9,0.201,23.64,1.219,16.21,597.5,0
0.06862,0.08701,0.08448,0.255,0.086,0.1335,0.1082,0.008902,344.9,0.02867,0.2534,0.04785,11.69,0.1668,25.21,1.489,20.39,410.4,0
0.05376,0.0612,0.00725,0.05036,0.03333,0.08567,0.06429,0.003492,632.6,0.00625,0.03866,0.00371,14.91,0.1508,20.65,0.7198,16.82,684.6,0
0.0627,0.08022,0.03265,0.1507,0.0875,0.1358,0.09834,0.006472,388.0,0.02755,0.1275,0.01122,12.32,0.1769,16.18,0.5293,13.04,457.5,0
0.06194,0.08858,0.2195,0.4725,0.1841,0.1272,0.09401,0.005687,1491.0,0.1088,0.5807,0.0496,28.19,0.1721,28.18,1.352,20.99,2384.0,1
0.06312,0.08175,0.01103,0.0937,0.05159,0.1467,0.09037,0.0138,289.9,0.01407,0.04043,0.01067,10.75,0.2081,20.88,1.409,15.67,355.2,0
0.0551,0.07948,0.05699,0.1806,0.1136,0.1315,0.08855,0.005444,998.9,0.04744,0.208,0.01169,20.92,0.1538,34.69,1.433,24.48,1320.0,1
0.05875,0.06033,0.05929,0.08368,0.08946,0.1359,0.1225,0.01418,435.6,0.07404,0.07153,0.01489,12.4,0.2015,18.99,2.293,17.36,472.4,0
0.05821,0.06386,0.001487,0.07348,0.01111,0.1259,0.09379,0.008426,396.6,0.003333,0.004955,0.008998,12.2,0.1954,18.99,1.28,14.16,458.0,0
0.04996,0.05737,0.0802,0.116,0.1294,0.1243,0.08923,0.007571,1102.0,0.05843,0.221,0.01114,19.96,0.155,24.3,0.828,19.98,1236.0,1
0.0552,0.06263,0.01997,0.07622,0.05185,0.105,0.07948,0.003741,572.3,0.01238,0.106,0.005274,15.5,0.1573,26.1,1.166,17.84,739.1,0
0.05853,0.06912,0.04479,0.1724,0.09993,0.1185,0.09516,0.004235,587.4,0.03711,0.1456,0.01541,14.98,0.211,21.74,0.9195,15.18,670.0,0
0.0622,0.0972,0.1921,0.3841,0.1872,0.1782,0.102,0.007392,1138.0,0.09664,0.5754,0.02449,23.72,0.1902,35.9,1.001,26.6,1724.0,1
0.06113,0.06688,0.02245,0.085,0.0829,0.1036,0.07813,0.008034,427.3,0.02763,0.06735,0.01442,13.31,0.2101,18.26,1.268,14.02,533.7,0
0.05892,0.07787,0.1626,0.3749,0.2252,0.1518,0.1037,0.005654,1145.0,0.09464,0.4316,0.02199,23.79,0.1893,28.65,0.9951,18.18,1628.0,1
0.06684,0.1063,0.1948,0.4706,0.1732,0.1365,0.1066,0.004563,805.1,0.09052,0.5026,0.03481,18.55,0.1876,25.09,0.9173,18.77,1031.0,1
0.05935,0.07127,0.1115,0.2317,0.1017,0.09926,0.07818,0.006418,516.6,0.0339,0.3344,0.03961,13.9,0.1432,19.69,1.389,15.7,595.6,0
0.05855,0.06431,0.00186,0.06624,0.008772,0.1038,0.08393,0.006383,489.0,0.002924,0.005579,0.008008,13.5,0.1697,23.08,1.35,18.4,564.1,0
0.06766,0.09981,0.06574,0.2813,0.1155,0.1116,0.08605,0.006719,441.0,0.03791,0.2365,0.05156,13.24,0.1588,27.29,1.39,20.76,546.1,0
0.05581,0.06915,0.0226,0.1147,0.05366,0.09616,0.06955,0.004731,515.9,0.01171,0.1186,0.01345,13.62,0.1337,15.54,0.469,13.12,577.0,0
0.06233,0.07009,0.09274,0.1843,0.09314,0.1028,0.0802,0.01574,394.1,0.05588,0.1546,0.08262,11.86,0.2595,22.33,1.905,19.96,437.6,0
0.05955,0.06994,0.02399,0.09708,0.06203,0.1118,0.08713,0.006538,396.0,0.02173,0.07529,0.01395,12.36,0.2013,26.14,1.974,18.89,459.3,0
0.07192,0.08799,0.1362,0.2472,0.1021,0.09983,0.08757,0.007762,651.0,0.06602,0.222,0.1064,15.77,0.1714,22.13,1.77,19.73,767.3,0
0.05852,0.08472,0.0594,0.303,0.1489,0.1313,0.08992,0.005332,687.3,0.04819,0.1804,0.02115,16.25,0.1879,26.19,0.948,19.1,809.8,0
0.0647,0.09584,0.06155,0.2068,0.1056,0.1483,0.1005,0.008725,513.7,0.0337,0.2241,0.02003,13.74,0.173,19.93,0.7636,16.02,585.4,0
0.05715,0.07007,0.02688,0.1758,0.0914,0.1369,0.08372,0.007595,432.7,0.0228,0.1316,0.015,13.06,0.1875,25.75,1.238,17.46,517.8,0
0.061,0.06922,0.01288,0.1472,0.06343,0.1298,0.09667,0.006064,492.1,0.01924,0.05233,0.0118,13.5,0.1638,17.48,0.6931,13.78,553.7,0
0.05912,0.06794,0.01063,0.1072,0.05802,0.117,0.09198,0.004348,582.7,0.01917,0.03732,0.008153,14.67,0.1592,16.93,0.6946,13.27,661.1,0
0.06031,0.06643,0.01236,0.07506,0.03194,0.09312,0.08518,0.003478,363.7,0.01369,0.02884,0.01221,11.37,0.1449,14.82,1.027,12.35,392.2,0
0.06287,0.06915,0.02685,0.07974,0.0716,0.1137,0.09968,0.005596,431.1,0.03515,0.0612,0.01005,13.36,0.1619,23.39,2.105,18.14,553.6,1
0.05586,0.07676,0.02475,0.2167,0.0753,0.09445,0.06576,0.003169,633.1,0.01374,0.1565,0.01377,16.22,0.1635,25.26,0.669,18.17,819.7,0
0.06556,0.06777,0.02495,0.08614,0.03125,0.1143,0.1015,0.01017,334.2,0.01875,0.04158,0.01443,10.93,0.1695,24.22,1.143,23.09,362.7,0
0.06552,0.09929,0.2197,0.4116,0.198,0.1495,0.115,0.006056,1217.0,0.1062,0.6121,0.03203,25.93,0.1792,26.24,1.161,18.9,2053.0,1
0.06249,0.07764,0.0683,0.2158,0.07625,0.105,0.08451,0.00653,471.3,0.03099,0.1904,0.03369,13.46,0.1781,23.07,1.04,19.89,551.3,0
0.07469,0.09469,0.2283,0.3391,0.1923,0.1347,0.108,0.007964,1247.0,0.128,0.4932,0.04732,23.68,0.2249,29.43,1.743,23.86,1696.0,1
0.066,0.07842,0.02297,0.1044,0.06528,0.1413,0.1068,0.008875,334.3,0.0178,0.08423,0.009362,11.06,0.1482,24.54,1.563,18.61,375.4,0
0.06243,0.07638,0.03344,0.1789,0.05509,0.1144,0.08853,0.006652,403.1,0.01502,0.1226,0.02652,12.68,0.1411,21.61,1.059,18.16,489.8,0
0.05878,0.06745,0.01974,0.1361,0.04815,0.09545,0.07474,0.006122,417.2,0.01313,0.07239,0.02337,12.44,0.1935,31.62,1.786,24.49,476.5,0
0.05894,0.08385,0.001461,0.1346,0.025,0.1128,0.08511,0.003632,537.3,0.003261,0.0112,0.007861,14.41,0.1632,20.45,0.5735,15.82,636.9,0
0.06833,0.07804,0.003681,0.05232,0.01389,0.09861,0.07005,0.007389,246.3,0.003472,0.01472,0.004883,9.699,0.1788,20.07,1.305,14.4,285.5,0
0.05335,0.06192,0.002758,0.05836,0.0221,0.09023,0.07376,0.003338,566.2,0.004419,0.01379,0.003746,14.97,0.1365,16.94,0.6864,12.71,698.7,0
0.05518,0.0658,0.004559,0.05847,0.03532,0.1016,0.08352,0.004148,530.6,0.008829,0.01824,0.004711,14.73,0.1453,17.4,0.8285,13.84,672.4,0
0.06128,0.06958,0.01583,0.1087,0.05741,0.1223,0.08814,0.006064,418.7,0.01148,0.07915,0.00911,12.61,0.1936,26.55,1.43,19.11,483.1,0
0.05255,0.05695,0.01447,0.07087,0.05813,0.1011,0.07618,0.005031,664.9,0.01877,0.04746,0.006021,16.46,0.1632,21.75,0.9115,15.69,840.8,0
0.0614,0.08253,0.04052,0.2208,0.08411,0.1194,0.08794,0.006494,504.1,0.02548,0.1769,0.02768,14.19,0.1601,16.4,0.6594,13.37,618.8,0
0.061,0.07434,0.01367,0.1626,0.04715,0.1092,0.08597,0.004124,409.1,0.008907,0.08324,0.0134,12.34,0.1833,12.87,0.3602,10.72,467.8,0
0.07359,0.08116,0.0,0.07767,0.0,0.1347,0.1074,0.02075,221.2,0.0,0.0,0.01403,8.952,0.2163,22.44,2.777,18.6,240.1,0
0.05673,0.06174,0.004473,0.04953,0.02784,0.1104,0.08511,0.004928,481.6,0.006423,0.01938,0.003012,13.34,0.1215,19.71,0.7151,16.85,544.2,0
0.05649,0.06037,0.01123,0.05332,0.01852,0.1001,0.07734,0.005343,461.4,0.005051,0.04116,0.005767,12.85,0.1673,16.47,0.5996,14.08,513.1,0
0.05664,0.08198,0.113,0.2763,0.1776,0.1434,0.09746,0.004821,1027.0,0.0795,0.3853,0.01659,21.84,0.1807,25.0,0.5503,18.87,1485.0,1
0.08743,0.1055,0.1975,0.3748,0.1145,0.1221,0.09968,0.009845,244.5,0.04908,0.4609,0.0659,10.06,0.233,23.4,1.911,18.9,297.1,0
0.05561,0.05932,0.01342,0.04712,0.02832,0.08409,0.07557,0.007357,477.3,0.01699,0.02237,0.01079,12.9,0.1472,20.21,2.2,17.0,515.9,0
0.07279,0.09702,0.06726,0.236,0.09744,0.1402,0.1061,0.01049,324.2,0.03965,0.1898,0.04265,11.28,0.1743,20.61,1.471,16.18,390.4,0
