feature_10,feature_30,feature_25,feature_26,feature_21,feature_6,feature_29,feature_20,feature_3,feature_4,feature_9,feature_5,feature_24,feature_1,feature_28,feature_23,feature_2,feature_14,feature_16,feature_11,feature_19,target
0.06072,0.06784,0.1367,0.1822,11.92,0.1136,0.2102,0.003442,73.0,384.8,0.1771,0.1164,434.0,11.28,0.08611,76.53,13.39,26.33,0.03498,0.3384,0.0158,0
0.06422,0.08151,0.1234,0.07204,10.62,0.04102,0.3105,0.00322,61.24,288.5,0.1903,0.0925,342.9,9.738,0.0,66.53,11.97,12.26,0.005656,0.1988,0.02277,0
0.06248,0.08158,0.1314,0.2236,19.92,0.1137,0.2792,0.003434,105.1,813.0,0.1861,0.09721,1233.0,16.11,0.1216,129.0,18.05,74.08,0.01938,0.7049,0.01875,1
0.06562,0.08096,0.1413,0.1792,12.78,0.09486,0.2584,0.003526,73.66,398.0,0.1645,0.1092,503.0,11.43,0.06402,82.66,17.31,21.38,0.01735,0.2843,0.02282,0
0.06235,0.08118,0.1312,0.2548,14.48,0.09509,0.3549,0.001887,83.74,512.2,0.1778,0.08677,643.8,12.9,0.1012,97.17,15.92,16.64,0.01563,0.2143,0.02104,0
0.05688,0.06769,0.1076,0.1223,11.95,0.05139,0.23,0.00236,68.26,355.3,0.1399,0.07793,441.2,10.75,0.03413,77.79,14.97,17.74,0.01781,0.2525,0.01671,0
0.07839,0.1036,0.1424,0.2517,13.15,0.1296,0.2727,0.009423,78.11,432.8,0.1995,0.1152,509.6,11.9,0.06042,86.26,14.65,25.03,0.04741,0.3962,0.03127,0
0.07371,0.103,0.1385,0.4092,13.74,0.17,0.5774,0.004635,78.99,432.0,0.2678,0.1091,591.7,11.8,0.1865,91.93,16.58,24.72,0.03633,0.3197,0.05628,1
0.06493,0.09218,0.0997,0.2521,16.25,0.1167,0.2852,0.009368,97.84,689.5,0.1744,0.08138,809.7,14.95,0.08405,107.1,18.77,39.43,0.04877,0.422,0.03356,0
0.06081,0.07683,0.1316,0.2735,15.85,0.1021,0.2691,0.002528,93.97,640.1,0.1724,0.0997,766.9,14.44,0.1599,108.6,15.18,21.2,0.02297,0.2406,0.01454,0
0.0558,0.07014,0.09711,0.1824,15.34,0.06376,0.235,0.001976,88.12,585.0,0.1473,0.07944,725.9,13.74,0.06019,97.19,17.91,21.47,0.01592,0.25,0.01329,0
0.06087,0.06435,0.1297,0.1105,14.16,0.07589,0.3196,0.001533,83.51,519.4,0.254,0.1135,616.7,13.0,0.06296,90.82,20.78,34.78,0.01142,0.4202,0.02951,0
0.08261,0.1486,0.163,0.431,9.092,0.1305,0.3322,0.01178,53.27,203.9,0.2222,0.09405,249.8,8.219,0.07879,58.08,20.7,10.21,0.05416,0.1935,0.02309,0
0.09296,0.1259,0.1292,0.2772,11.02,0.1599,0.3108,0.02984,63.78,300.2,0.2548,0.1072,380.5,9.731,0.1571,71.04,15.34,49.85,0.09586,0.8245,0.03546,0
0.06105,0.06772,0.1341,0.08971,11.99,0.05113,0.2859,0.001619,70.87,381.9,0.183,0.09754,440.8,11.15,0.05506,76.25,13.08,15.48,0.008985,0.2251,0.02388,0
0.06207,0.08633,0.1478,0.2256,14.77,0.08498,0.3849,0.003479,85.31,538.9,0.1822,0.09384,677.3,13.15,0.09722,97.67,15.34,22.79,0.02017,0.271,0.02769,0
0.06228,0.08132,0.1217,0.1788,13.59,0.06679,0.3113,0.002484,78.27,460.3,0.197,0.08654,564.2,12.25,0.08211,86.6,17.94,16.51,0.01562,0.22,0.01799,0
0.06166,0.07738,0.1418,0.3498,20.47,0.1665,0.2463,0.004968,117.4,963.7,0.1971,0.1115,1302.0,17.68,0.1515,132.9,20.74,93.91,0.04954,0.8113,0.01778,1
0.05268,0.05972,0.08774,0.171,18.22,0.07223,0.2527,0.001519,108.4,880.2,0.1844,0.07445,1032.0,16.84,0.08436,120.3,19.46,46.61,0.02661,0.4789,0.0152,0
0.05907,0.07898,0.1275,0.1232,13.14,0.05241,0.2514,0.00253,76.84,448.6,0.159,0.09311,532.8,12.06,0.07025,84.08,12.74,13.25,0.009789,0.1822,0.01465,0
0.05743,0.07685,0.1171,0.08294,12.36,0.03718,0.2738,0.002665,68.69,366.8,0.1442,0.07515,470.0,10.9,0.03953,78.07,12.96,18.54,0.006134,0.2818,0.01637,0
0.06453,0.07987,0.1358,0.1892,13.32,0.1141,0.3168,0.005061,76.1,419.8,0.1993,0.1089,543.9,11.75,0.07909,88.91,20.18,38.34,0.02405,0.5018,0.03397,0
0.05176,0.06251,0.1124,0.2016,22.03,0.1185,0.2443,0.003362,126.3,1157.0,0.1741,0.08694,1495.0,19.19,0.1777,146.6,15.94,119.3,0.03055,1.0,0.03156,1
0.06082,0.09223,0.1438,0.3846,26.73,0.1666,0.3643,0.003318,130.7,1214.0,0.2027,0.112,2232.0,19.59,0.2247,174.9,18.15,97.07,0.02277,0.7364,0.01686,1
0.06761,0.09082,0.1452,0.2338,13.58,0.1015,0.2268,0.005348,79.85,464.5,0.1551,0.1012,553.0,12.34,0.08194,87.36,22.22,21.55,0.03175,0.2949,0.01879,0
0.05553,0.09187,0.1228,0.3583,28.01,0.1145,0.3589,0.00374,152.1,1686.0,0.1801,0.08439,2403.0,23.27,0.2346,184.2,22.04,97.85,0.02544,0.6642,0.01956,1
0.05266,0.06085,0.1045,0.09995,15.98,0.05352,0.2646,0.00152,95.5,690.2,0.1515,0.08421,782.1,14.97,0.05754,102.3,19.76,16.64,0.007983,0.184,0.01924,0
0.064,0.07699,0.1436,0.1257,11.6,0.05736,0.209,0.00212,68.77,357.6,0.1381,0.09594,414.0,10.8,0.04603,73.66,9.71,11.48,0.009816,0.1728,0.01254,0
0.05534,0.07228,0.1168,0.2119,20.05,0.09182,0.281,0.003493,109.3,886.3,0.1893,0.08865,1260.0,16.78,0.1474,130.7,18.8,67.34,0.0247,0.599,0.02091,1
0.06365,0.093,0.1376,0.383,23.14,0.1603,0.216,0.00512,116.1,984.6,0.1538,0.1049,1660.0,17.47,0.1721,155.3,24.68,122.3,0.03634,1.088,0.01145,1
0.0565,0.06428,0.1216,0.1637,16.11,0.07885,0.2404,0.001706,96.22,685.9,0.178,0.09855,793.7,14.97,0.08485,104.6,16.95,24.28,0.0137,0.2713,0.0135,0
0.05955,0.06771,0.1385,0.1266,13.5,0.06981,0.2827,0.002248,78.85,464.1,0.1959,0.1028,549.1,12.32,0.09391,86.97,12.39,17.43,0.0118,0.236,0.01924,0
0.05671,0.07371,0.1401,0.1546,17.98,0.06288,0.2884,0.001868,85.84,565.4,0.1598,0.09048,993.6,13.43,0.116,116.6,19.63,43.4,0.01063,0.4697,0.0152,1
0.07069,0.101,0.1531,0.3583,18.79,0.1555,0.3216,0.004168,102.5,736.9,0.1966,0.1257,1102.0,15.46,0.1827,125.0,11.89,44.64,0.02321,0.4209,0.01792,1
0.06669,0.07313,0.1216,0.0824,11.35,0.05743,0.1902,0.004785,70.21,372.7,0.1566,0.1006,396.5,11.08,0.04306,72.01,14.71,19.08,0.02121,0.2073,0.03082,0
0.05975,0.06164,0.1076,0.06791,11.54,0.04302,0.271,0.001002,67.49,349.6,0.1928,0.08792,408.3,10.66,0.0,73.2,15.15,21.98,0.01017,0.3309,0.03265,0
0.06724,0.07848,0.1162,0.07057,9.262,0.04276,0.2592,0.003399,54.42,227.2,0.1722,0.09138,259.2,8.671,0.0,58.36,14.45,11.36,0.008007,0.2204,0.02711,0
0.08116,0.1162,0.1301,0.295,11.26,0.1294,0.2614,0.01792,64.6,302.4,0.1669,0.09699,390.2,9.904,0.0991,73.07,18.06,27.48,0.08808,0.4311,0.0388,0
0.06323,0.09519,0.1415,0.4667,17.79,0.1556,0.3054,0.004584,109.3,832.9,0.1794,0.09831,981.2,16.46,0.2035,123.5,20.11,31.59,0.04094,0.3037,0.01682,1
0.05234,0.05843,0.08125,0.03432,14.0,0.01938,0.2295,0.0009683,82.01,526.4,0.1395,0.06251,608.8,13.01,0.009259,88.18,22.22,14.34,0.002252,0.1731,0.01613,0
0.06133,0.07319,0.1162,0.05445,13.63,0.03774,0.1783,0.003351,81.29,508.8,0.1466,0.08739,570.7,12.81,0.0399,86.7,13.06,21.79,0.006364,0.2889,0.01065,0
0.0577,0.08082,0.1472,0.4034,33.12,0.1914,0.2856,0.002747,182.1,2250.0,0.18,0.1094,3216.0,27.22,0.2688,220.8,21.87,128.7,0.02537,0.8361,0.01575,1
0.07398,0.1284,0.1491,0.7584,26.68,0.2832,0.4098,0.005295,142.7,1311.0,0.2395,0.1141,2089.0,21.09,0.2903,176.5,26.57,81.46,0.04759,0.6298,0.01798,1
0.05549,0.08631,0.1414,0.3547,20.11,0.08799,0.3437,0.00243,101.2,766.6,0.1618,0.09597,1269.0,15.7,0.1541,129.3,20.31,40.98,0.02263,0.3699,0.01547,1
0.06217,0.07427,0.1121,0.161,12.37,0.08155,0.1811,0.004784,73.53,402.0,0.1167,0.09059,467.2,11.41,0.06296,79.12,14.92,22.77,0.03728,0.3344,0.02165,0
0.06317,0.09772,0.1301,0.3299,17.8,0.1052,0.3175,0.002575,98.92,710.6,0.1727,0.09057,973.1,15.28,0.1226,113.8,22.41,19.53,0.01395,0.2054,0.01172,1
0.06048,0.07697,0.1521,0.1019,11.87,0.04695,0.2933,0.00347,63.76,317.5,0.1703,0.09267,437.0,10.08,0.01042,75.39,15.11,26.43,0.012,0.4245,0.02538,0
0.05425,0.06938,0.1234,0.2445,21.31,0.08468,0.3206,0.001087,118.6,1041.0,0.1621,0.08588,1410.0,18.31,0.1571,139.2,18.58,28.92,0.009181,0.2577,0.01069,1
0.06095,0.07097,0.1323,0.104,13.01,0.06141,0.2572,0.001671,74.68,420.3,0.1516,0.09774,521.5,11.71,0.1099,84.42,17.19,17.86,0.008704,0.2451,0.01897,0
0.0578,0.06576,0.1356,0.1,12.57,0.05562,0.32,0.001988,75.27,428.9,0.1718,0.1007,489.5,11.81,0.04306,79.57,17.39,14.47,0.008776,0.1859,0.03139,0
0.05474,0.06306,0.1096,0.165,13.35,0.07253,0.2482,0.001725,78.83,463.7,0.1667,0.0808,546.7,12.3,0.04815,86.65,15.9,18.32,0.02212,0.2382,0.02025,0
0.07542,0.1446,0.1533,0.9327,15.74,0.2413,0.5166,0.01172,94.37,609.9,0.2384,0.1075,762.4,14.22,0.1772,106.4,23.12,31.72,0.1354,0.286,0.05113,1
0.06287,0.06871,0.09388,0.08978,13.75,0.06601,0.2179,0.005875,82.02,507.4,0.1694,0.08749,579.5,12.77,0.04773,89.04,21.41,53.65,0.0179,0.7311,0.03373,0
0.06447,0.06559,0.07117,0.02729,9.968,0.02344,0.1909,0.001688,60.73,288.1,0.1653,0.0695,303.8,9.72,0.0,62.25,18.22,21.69,0.006736,0.3539,0.03799,0
0.06937,0.1205,0.1785,0.4706,15.65,0.1353,0.3215,0.005672,81.15,477.4,0.1943,0.1034,768.9,12.34,0.1459,101.7,26.86,34.44,0.03845,0.4053,0.01878,1
0.06672,0.08701,0.1316,0.4648,16.08,0.198,0.3,0.004312,100.4,671.4,0.1737,0.1044,784.7,14.86,0.1727,118.6,23.21,25.2,0.05122,0.2796,0.02545,1
0.05667,0.06949,0.1097,0.1506,13.88,0.05366,0.3024,0.002152,82.53,516.4,0.1829,0.07941,600.6,12.91,0.08235,90.81,16.33,15.75,0.01587,0.1942,0.01853,0
0.06877,0.09333,0.1737,0.3122,16.39,0.1267,0.308,0.004306,90.63,588.9,0.1834,0.12,806.9,13.77,0.1673,111.6,22.29,49.7,0.03348,0.6191,0.02689,1
0.0534,0.06558,0.08822,0.1963,19.76,0.08642,0.2369,0.005036,117.4,1024.0,0.177,0.07371,1228.0,18.08,0.09181,129.1,21.84,76.36,0.05296,0.6362,0.0214,1
0.05529,0.09221,0.1322,0.5601,23.36,0.1428,0.3193,0.003397,127.5,1148.0,0.1767,0.08523,1688.0,19.18,0.1708,166.4,22.49,54.22,0.03698,0.4357,0.01415,1
0.06466,0.1013,0.1552,0.4056,18.33,0.1206,0.4753,0.001976,94.49,642.7,0.195,0.09872,1044.0,14.45,0.1838,117.9,20.22,19.42,0.01597,0.2092,0.01522,1
0.06013,0.08174,0.1429,0.2042,14.44,0.08087,0.2668,0.003338,78.54,461.0,0.1979,0.09586,638.4,12.23,0.108,92.15,19.56,27.24,0.01779,0.3534,0.01503,0
0.05491,0.07867,0.1381,0.342,20.42,0.1198,0.2928,0.002658,115.1,951.6,0.1506,0.08968,1239.0,17.54,0.1939,139.5,19.32,40.73,0.02569,0.3971,0.01594,1
0.06229,0.08762,0.1536,0.4167,25.12,0.2084,0.3198,0.005195,158.9,1685.0,0.22,0.1141,1986.0,23.29,0.2733,177.0,26.67,83.16,0.05121,0.5539,0.02175,1
0.07421,0.1086,0.2226,0.5209,19.2,0.1768,0.4432,0.004506,91.56,597.8,0.2251,0.1323,1153.0,13.81,0.2013,128.5,23.75,52.72,0.03108,0.5648,0.01998,1
0.06373,0.0875,0.1426,0.2378,14.97,0.1058,0.3014,0.003586,81.09,481.9,0.1925,0.09965,677.9,12.47,0.1015,96.05,18.6,30.29,0.01911,0.3961,0.01782,0
0.05986,0.0974,0.1491,0.3331,17.77,0.09588,0.3415,0.002881,98.78,716.6,0.1594,0.08876,989.5,15.12,0.1252,117.7,16.68,26.44,0.01919,0.2711,0.01523,1
0.06285,0.0738,0.1415,0.1247,10.42,0.07232,0.2989,0.002472,62.92,295.4,0.1934,0.1089,331.6,9.876,0.05588,67.08,17.27,12.33,0.01249,0.2137,0.0221,0
0.05223,0.06469,0.1111,0.1486,19.8,0.07304,0.3275,0.002581,109.7,904.3,0.2026,0.08772,1210.0,17.01,0.1096,130.0,20.26,68.46,0.01503,0.5858,0.02294,1
0.0731,0.1076,0.1349,0.4402,14.55,0.1483,0.4128,0.004198,87.02,529.4,0.185,0.1002,639.3,13.11,0.1126,99.48,22.54,15.09,0.03041,0.1931,0.02514,0
0.05526,0.07474,0.1222,0.2186,17.38,0.0623,0.232,0.001656,98.17,725.5,0.1359,0.08182,932.7,15.27,0.1035,113.7,12.91,20.0,0.01236,0.2134,0.009539,0
0.05024,0.05865,0.1178,0.292,23.24,0.1348,0.2909,0.002365,134.7,1290.0,0.1765,0.0909,1656.0,20.58,0.192,158.3,22.14,111.7,0.03611,0.8601,0.03176,1
0.06057,0.07993,0.128,0.188,13.3,0.069,0.2535,0.002922,75.51,428.0,0.1533,0.08871,546.3,11.84,0.06913,85.22,18.94,17.12,0.01727,0.2222,0.01616,0
0.05525,0.05525,0.1142,0.1516,28.11,0.1516,0.1648,0.004476,188.5,2499.0,0.1648,0.1142,2499.0,28.11,0.1595,188.5,18.47,525.6,0.02772,2.873,0.04783,1
0.05866,0.06818,0.1243,0.1793,18.07,0.1146,0.1603,0.01256,114.5,948.0,0.1308,0.1006,1021.0,17.42,0.1099,120.4,25.56,58.53,0.08555,0.5296,0.02175,1
0.06433,0.1026,0.1559,0.4059,16.86,0.1306,0.4724,0.004768,92.87,610.7,0.2235,0.09463,811.3,14.19,0.1772,115.0,23.81,31.0,0.0371,0.4207,0.04499,1
0.06916,0.1059,0.146,0.437,15.75,0.1517,0.363,0.00456,90.96,578.9,0.2106,0.1026,750.1,13.86,0.1654,104.4,16.93,22.69,0.03438,0.2563,0.01939,1
0.06314,0.08365,0.1405,0.3046,13.25,0.1154,0.3397,0.004775,77.32,432.2,0.1967,0.09363,531.2,11.89,0.1138,86.2,18.35,21.46,0.04192,0.2963,0.02793,0
0.06315,0.07809,0.09527,0.1397,11.48,0.05907,0.2868,0.004613,65.05,321.2,0.1964,0.08054,403.7,10.2,0.03571,75.4,17.48,22.79,0.0312,0.3567,0.0256,0
0.05581,0.08255,0.1353,0.3235,25.73,0.1306,0.307,0.004045,129.7,1230.0,0.2094,0.09383,2009.0,19.8,0.182,170.3,21.56,124.4,0.03169,0.9553,0.01897,1
0.05313,0.07568,0.1408,0.4097,27.9,0.113,0.2713,0.002256,128.0,1223.0,0.1428,0.0842,2477.0,19.53,0.1625,180.2,32.47,109.9,0.02644,0.7392,0.01332,1
0.06344,0.08718,0.1311,0.2474,15.34,0.08711,0.238,0.002735,87.88,568.9,0.136,0.09646,706.2,13.65,0.08056,99.71,13.16,17.4,0.01695,0.2102,0.01371,0
0.06303,0.08177,0.1376,0.2698,14.98,0.1192,0.3065,0.002918,88.59,561.3,0.1962,0.1051,686.6,13.56,0.0909,101.1,13.9,21.03,0.02314,0.2569,0.01842,0
0.06908,0.08797,0.1406,0.144,11.17,0.08502,0.3055,0.003761,65.12,313.1,0.191,0.1061,375.6,10.18,0.05575,71.94,17.53,15.05,0.014,0.2467,0.02637,0
0.06303,0.1064,0.1552,0.448,19.56,0.1204,0.3993,0.003131,102.6,761.3,0.1935,0.1025,1088.0,15.75,0.1479,125.9,20.25,32.19,0.02374,0.3473,0.01772,1
0.05674,0.07623,0.1276,0.1311,15.14,0.04994,0.2506,0.002496,84.55,546.4,0.1496,0.08445,708.8,13.27,0.09678,98.84,17.02,24.68,0.01104,0.2927,0.01482,0
0.05448,0.06072,0.1297,0.1525,16.77,0.07624,0.3062,0.001463,92.51,641.2,0.2075,0.09906,873.2,14.34,0.1087,110.4,13.47,48.29,0.01428,0.522,0.02266,0
0.0645,0.08269,0.1341,0.1153,11.52,0.07722,0.2615,0.002821,66.62,329.6,0.1788,0.1053,395.4,10.44,0.04464,73.47,15.46,11.86,0.008061,0.1913,0.01502,0
0.05907,0.08362,0.1136,0.3627,16.41,0.1096,0.2954,0.003204,97.45,684.5,0.1881,0.08371,808.2,15.0,0.1379,114.2,15.51,19.88,0.03207,0.2318,0.01391,0
0.06019,0.09585,0.1227,0.3454,14.2,0.07529,0.2826,0.003407,81.35,496.4,0.1514,0.07903,624.0,12.62,0.118,90.67,23.97,18.51,0.02294,0.2449,0.01365,0
0.07254,0.1243,0.1777,0.5343,15.2,0.1799,0.3407,0.005617,85.26,503.2,0.2123,0.1088,706.0,12.83,0.1977,105.3,22.33,25.13,0.03858,0.3061,0.0168,1
0.06325,0.09061,0.1703,0.3934,19.59,0.1572,0.3109,0.002336,113.4,895.0,0.2131,0.1141,1189.0,17.05,0.2543,133.5,19.08,31.98,0.02008,0.2959,0.01177,1
0.05628,0.07087,0.09203,0.1432,12.08,0.03813,0.2849,0.002052,71.76,395.7,0.1869,0.06883,452.3,11.32,0.02083,79.82,27.08,8.605,0.01647,0.121,0.01537,0
0.05828,0.07307,0.09994,0.06885,12.36,0.03574,0.2911,0.002534,70.79,386.8,0.1845,0.0778,470.9,11.22,0.03002,78.44,33.81,15.46,0.006813,0.2239,0.01916,0
0.05592,0.08328,0.1223,0.2761,24.47,0.1074,0.2437,0.002887,134.4,1319.0,0.1448,0.09159,1872.0,20.51,0.1563,162.7,27.81,70.01,0.02062,0.524,0.01298,1
0.06403,0.08178,0.1504,0.09515,10.51,0.04087,0.2757,0.00354,60.21,279.6,0.1551,0.08464,335.9,9.567,0.07222,65.74,15.91,12.64,0.0104,0.2152,0.02383,0
0.05835,0.07617,0.1287,0.1513,15.33,0.06945,0.2226,0.002925,89.79,603.4,0.1517,0.0907,715.5,14.03,0.07963,98.27,21.25,22.07,0.01383,0.2589,0.01263,0
0.06309,0.08677,0.1481,0.4126,31.01,0.1682,0.3103,0.003053,153.5,1670.0,0.1909,0.09509,2944.0,23.21,0.2593,206.0,26.97,155.8,0.02863,1.058,0.0159,1
0.05177,0.07127,0.1228,0.2311,24.22,0.08348,0.2238,0.003933,132.5,1306.0,0.1467,0.08355,1750.0,20.48,0.1445,161.7,21.46,83.5,0.03133,0.6874,0.01341,1
0.06129,0.07796,0.1081,0.2426,15.75,0.1039,0.189,0.003589,92.55,623.9,0.1342,0.08223,764.0,14.22,0.08219,102.5,27.85,29.96,0.02845,0.3354,0.01185,0
0.05966,0.08496,0.1365,0.3735,22.51,0.1298,0.2853,0.002759,113.4,920.6,0.1809,0.09812,1408.0,17.46,0.2066,141.2,39.28,49.0,0.02785,0.5366,0.01226,1
0.0566,0.0651,0.1278,0.1291,14.85,0.0663,0.253,0.001794,87.38,575.3,0.1717,0.09423,683.4,13.64,0.09222,94.11,15.6,27.19,0.01248,0.3242,0.01898,0
0.05754,0.06783,0.1037,0.07776,13.2,0.03393,0.2901,0.00136,78.61,476.5,0.1546,0.07926,543.4,12.42,0.04052,83.85,15.04,9.006,0.00493,0.1153,0.0172,0
0.07669,0.1297,0.1347,0.4848,12.58,0.1325,0.3308,0.008675,73.93,389.4,0.2054,0.09592,472.9,11.3,0.1218,87.16,18.19,16.39,0.05914,0.2428,0.01995,0
0.05429,0.06321,0.09368,0.1442,15.01,0.06807,0.2663,0.003087,88.54,590.0,0.1773,0.08043,706.0,13.75,0.06106,98.0,23.77,39.93,0.02667,0.4347,0.02598,0
0.06,0.07614,0.1463,0.2968,21.65,0.1558,0.292,0.003949,129.1,1155.0,0.1978,0.1027,1417.0,19.4,0.1564,144.9,23.5,60.41,0.03252,0.5243,0.02186,1
0.0644,0.07748,0.1515,0.1026,11.48,0.05971,0.2883,0.00356,66.72,337.7,0.1737,0.107,402.8,10.48,0.06736,73.68,19.86,23.22,0.01386,0.3719,0.03476,0
0.05635,0.07198,0.1101,0.1508,13.94,0.04524,0.2767,0.00225,84.13,541.6,0.1487,0.07215,602.0,13.2,0.0497,88.28,17.43,13.56,0.01569,0.163,0.01962,0
0.06409,0.1178,0.1254,0.5849,14.39,0.1346,0.2639,0.007555,84.95,512.2,0.1596,0.0876,639.1,12.89,0.1561,105.0,14.11,16.35,0.05592,0.2025,0.01266,0
0.06329,0.08147,0.1499,0.1398,12.25,0.07234,0.3409,0.002619,68.01,347.0,0.1897,0.09657,455.7,10.65,0.06136,77.98,25.22,16.64,0.01035,0.2497,0.02158,0
0.06168,0.07809,0.1389,0.1582,12.65,0.07808,0.2664,0.002784,73.87,406.3,0.1883,0.1013,491.8,11.52,0.09608,80.88,14.93,18.62,0.01228,0.2562,0.01677,0
0.05898,0.07849,0.1211,0.3172,25.58,0.1606,0.3126,0.005002,138.9,1364.0,0.2205,0.1007,2010.0,20.94,0.2105,165.3,23.56,137.9,0.03908,1.004,0.02401,1
0.05934,0.06487,0.1183,0.1049,12.97,0.05991,0.274,0.001461,73.28,407.4,0.1834,0.09345,508.9,11.5,0.06544,83.12,18.45,26.99,0.01065,0.3927,0.02292,0
0.06697,0.1297,0.171,0.5955,25.28,0.1849,0.2749,0.007259,130.7,1206.0,0.1733,0.1062,1933.0,19.73,0.2507,159.8,19.82,92.81,0.05057,0.7661,0.01467,1
0.05613,0.08113,0.1416,0.2405,19.85,0.1041,0.3138,0.002362,113.0,928.2,0.1813,0.1008,1222.0,17.3,0.1857,130.9,17.08,33.63,0.01503,0.3093,0.01394,1
0.05647,0.0895,0.1497,0.3161,25.7,0.1188,0.3379,0.00255,126.5,1169.0,0.1776,0.1035,1972.0,19.45,0.1999,163.1,19.33,71.0,0.018,0.5959,0.01365,1
0.0613,0.07957,0.1512,0.3262,16.39,0.1279,0.3068,0.002695,91.43,602.4,0.1908,0.1096,826.0,13.96,0.1374,108.1,17.05,35.74,0.02679,0.425,0.02062,1
0.06232,0.1005,0.1281,0.5329,25.05,0.2063,0.2818,0.005252,133.6,1207.0,0.1893,0.0926,1926.0,19.55,0.1941,178.6,28.77,106.4,0.04765,0.8426,0.01936,1
0.07596,0.1191,0.1765,0.4503,17.73,0.2284,0.3258,0.00866,103.2,713.3,0.2398,0.1335,928.8,15.32,0.2229,119.8,17.27,59.46,0.04588,0.6592,0.01884,1
0.08104,0.1019,0.1504,0.5172,19.85,0.3114,0.3277,0.006042,110.2,773.5,0.2495,0.1109,1226.0,15.66,0.2462,143.7,23.2,138.5,0.05995,1.292,0.02337,1
0.0665,0.1204,0.1883,0.5564,18.49,0.1639,0.3512,0.003359,103.7,744.9,0.2091,0.1063,1035.0,15.53,0.2014,126.3,33.56,23.02,0.02556,0.2419,0.009947,1
0.05572,0.07999,0.1522,0.2945,24.33,0.1088,0.3151,0.001892,132.9,1288.0,0.1814,0.1,1844.0,20.31,0.1697,162.3,27.06,52.34,0.01578,0.3977,0.01282,1
0.05307,0.06515,0.124,0.1486,19.85,0.0629,0.2452,0.001578,111.0,933.1,0.1564,0.08662,1218.0,17.35,0.08235,128.2,23.06,44.41,0.01106,0.4007,0.01411,1
0.05464,0.07484,0.1134,0.2867,20.39,0.1273,0.3067,0.005838,114.4,947.8,0.2108,0.08999,1295.0,17.29,0.1528,137.9,22.13,90.94,0.05981,0.8348,0.02747,1
0.05443,0.06829,0.1084,0.1807,17.91,0.05616,0.2683,0.001345,100.0,758.6,0.1547,0.0784,988.6,15.61,0.08568,115.9,19.38,22.18,0.009105,0.2298,0.01013,1
0.0558,0.0757,0.1558,0.2567,21.58,0.08995,0.3216,0.001575,111.6,928.3,0.1867,0.09726,1436.0,17.19,0.1984,140.5,22.07,45.42,0.01206,0.4203,0.01144,1
0.05674,0.08218,0.1401,0.2644,32.49,0.1143,0.2868,0.002299,135.7,1419.0,0.1769,0.09469,3432.0,20.73,0.1659,214.0,31.12,199.7,0.01478,1.172,0.01367,1
0.06491,0.07587,0.1213,0.2515,11.88,0.1147,0.294,0.003318,69.28,346.4,0.1922,0.09688,424.8,10.6,0.07926,78.28,18.95,27.1,0.03581,0.4505,0.03504,0
0.05859,0.07024,0.1005,0.173,14.8,0.08259,0.2446,0.003009,87.16,561.0,0.1635,0.07956,661.5,13.59,0.06189,97.66,21.84,26.76,0.02406,0.338,0.0203,0
0.05769,0.07062,0.1256,0.1808,13.9,0.06219,0.3604,0.002157,82.38,512.2,0.201,0.09425,597.5,12.87,0.0578,89.27,16.21,18.24,0.02178,0.2345,0.02593,0
0.06862,0.08701,0.1335,0.255,11.69,0.1289,0.2605,0.00761,69.5,344.9,0.1668,0.1082,410.4,10.71,0.086,76.51,20.39,20.74,0.04785,0.3198,0.02728,0
0.05376,0.0612,0.08567,0.05036,14.91,0.02675,0.2458,0.001381,90.3,632.6,0.1508,0.06429,684.6,14.29,0.03333,94.44,16.82,10.77,0.00371,0.1302,0.01536,0
0.0627,0.08022,0.1358,0.1507,12.32,0.07608,0.2733,0.002817,72.23,388.0,0.1769,0.09834,457.5,11.29,0.0875,78.27,13.04,13.17,0.01122,0.1904,0.01692,0
0.06194,0.08858,0.1272,0.4725,28.19,0.1961,0.2833,0.004614,147.3,1491.0,0.1721,0.09401,2384.0,21.75,0.1841,195.9,20.99,156.8,0.0496,1.167,0.01924,1
0.06312,0.08175,0.1467,0.0937,10.75,0.04689,0.2841,0.004261,61.5,289.9,0.2081,0.09037,355.2,9.742,0.05159,68.09,15.67,16.39,0.01067,0.2684,0.01798,0
0.0551,0.07948,0.1315,0.1806,20.92,0.07027,0.2504,0.002751,115.2,998.9,0.1538,0.08855,1320.0,17.93,0.1136,135.1,24.48,45.81,0.01169,0.4212,0.01419,1
0.05875,0.06033,0.1359,0.08368,12.4,0.0721,0.222,0.003002,76.2,435.6,0.2015,0.1225,472.4,11.89,0.08946,79.46,17.36,48.84,0.01489,0.6412,0.02678,0
0.05821,0.06386,0.1259,0.07348,12.2,0.03872,0.2758,0.001627,71.79,396.6,0.1954,0.09379,458.0,11.33,0.01111,77.37,14.16,17.09,0.008998,0.2375,0.02358,0
0.04996,0.05737,0.1243,0.116,19.96,0.05884,0.2567,0.001676,120.9,1102.0,0.155,0.08923,1236.0,18.81,0.1294,129.0,19.98,36.74,0.01114,0.3283,0.0193,1
0.0552,0.06263,0.105,0.07622,15.5,0.04052,0.2335,0.001126,86.24,572.3,0.1573,0.07948,739.1,13.59,0.05185,98.91,17.84,22.22,0.005274,0.258,0.01344,0
